,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_q,param_model__splitter,param_model__min_samples_split,param_model__min_samples_leaf,param_model__min_impurity_decrease,param_model__max_features,param_model__max_depth,param_model__ccp_alpha,param_model,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
191,0,2000,0.04902871449788412,0.0023384407438767083,0.00554196039835612,0.00029071072139745486,6,random,20,50,0.001,0.7,15,0.001,DecisionTreeRegressor(),"{'q': 6, 'model__splitter': 'random', 'model__min_samples_split': 20, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.001, 'model__max_features': 0.7, 'model__max_depth': 15, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-4391.559652000171,-3763.2965398302013,-4057.7038588368882,-4070.85335022242,256.65582189792303,312,-4377.128282995817,-4174.838066731255,-3972.0263991765232,-4174.664249634531,165.38219720347277
192,0,2000,0.04981319109598795,0.0024207067580792195,0.006570974985758464,0.0013494494432180198,3,random,100,100,0.0,sqrt,20,0.0,DecisionTreeRegressor(),"{'q': 3, 'model__splitter': 'random', 'model__min_samples_split': 100, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.0, 'model__max_features': 'sqrt', 'model__max_depth': 20, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-5934.073557949523,-5247.083880846906,-4782.0142339335,-5321.057224243309,473.22595953236817,393,-6028.696250170155,-5745.241646955316,-4701.818055026145,-5491.918650717205,570.5440920761203
193,0,2000,0.05402509371439616,0.002574956757779013,0.0066610972086588545,0.0011065697162659476,13,best,50,20,0.01,,15,0.01,DecisionTreeRegressor(),"{'q': 13, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.01, 'model__max_features': None, 'model__max_depth': 15, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-3288.0342959726477,-2953.890872198879,-3198.050174069686,-3146.6584474137376,141.17079275195664,162,-2798.3007607085724,-2744.52211254129,-2590.435356940751,-2711.0860767302042,88.09268940141031
194,0,2000,0.04999192555745443,0.002241724773024342,0.007032632827758789,0.0007327346032706155,14,best,200,50,0.0001,0.5,15,0.001,DecisionTreeRegressor(),"{'q': 14, 'model__splitter': 'best', 'model__min_samples_split': 200, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 0.5, 'model__max_depth': 15, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-4221.2094500241765,-3406.065010724683,-4508.796416959364,-4045.3569592360745,467.04547420378964,304,-3917.7267951011654,-3563.5002020253883,-4063.968923703498,-3848.398640276684,210.11430243727787
195,0,2000,0.049704392751057945,0.001926283689100534,0.005962530771891276,0.0005670582401086733,14,best,100,50,0.0,0.5,20,0.1,DecisionTreeRegressor(),"{'q': 14, 'model__splitter': 'best', 'model__min_samples_split': 100, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.0, 'model__max_features': 0.5, 'model__max_depth': 20, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3812.6748858508627,-3290.762057166969,-3595.0164104096143,-3566.151117809149,214.04540643500343,240,-3682.154068428014,-3479.7148975207297,-3366.6258253859214,-3509.498263778222,130.5240839041551
196,0,2000,0.049479405085245766,0.0017053285530844796,0.0055389404296875,0.0002764702364125531,9,random,200,20,0.001,log2,20,0.001,DecisionTreeRegressor(),"{'q': 9, 'model__splitter': 'random', 'model__min_samples_split': 200, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.001, 'model__max_features': 'log2', 'model__max_depth': 20, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-4682.873853667536,-4562.537558942641,-4313.527075154325,-4519.6461625881675,153.8051031022687,354,-4801.734363700235,-5051.428679366402,-4220.448979764215,-4691.204007610285,348.13267107121067
197,0,2000,0.05385263760884603,0.0013743906306152981,0.005617936452229817,0.00012838205251757353,14,best,50,10,0.0001,0.7,30,0.01,DecisionTreeRegressor(),"{'q': 14, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 0.7, 'model__max_depth': 30, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-3262.064750277833,-3142.557832877064,-3395.3299126765673,-3266.6508319438212,103.24470992203256,186,-2788.729171484233,-2739.5310749198757,-2665.156600562307,-2731.1389489888047,50.79610158464139
198,0,2000,0.05275503794352213,0.005646055154527328,0.005508979161580403,0.00030814432804112724,4,best,50,50,0.01,sqrt,15,0.1,DecisionTreeRegressor(),"{'q': 4, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.01, 'model__max_features': 'sqrt', 'model__max_depth': 15, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3707.109117414903,-3495.841837501328,-3665.8690937649935,-3622.9400162270745,91.43538762139698,249,-3796.5756352606654,-3874.001802769212,-3239.0801445507077,-3636.5525275268615,282.82730216549965
199,0,2000,0.04726060231526693,0.0023811873442704233,0.005182663599650065,0.00019250380597827667,5,best,20,50,0.001,0.5,30,0.0,DecisionTreeRegressor(),"{'q': 5, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.001, 'model__max_features': 0.5, 'model__max_depth': 30, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-3926.4078442524287,-3513.2240158366653,-3827.8331333728893,-3755.821664487328,176.19961739339635,268,-3606.0492849119805,-3441.589151577963,-3533.4102234419865,-3527.01621997731,67.2926262641528
200,1,4000,0.09019780158996582,0.007065957592650329,0.008870601654052734,0.0014224080802820126,9,best,200,20,0.001,sqrt,25,0.1,DecisionTreeRegressor(),"{'q': 9, 'model__splitter': 'best', 'model__min_samples_split': 200, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.001, 'model__max_features': 'sqrt', 'model__max_depth': 25, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3488.9709932527326,-3346.147025934237,-3380.8214905728723,-3405.3131699199475,60.82517668465166,213,-3307.1278119305803,-3533.306336521805,-3304.896369305111,-3381.776839252498,107.15140764688752
201,1,4000,0.0976712703704834,0.01072528997911464,0.009781996409098307,0.005578199335101757,10,best,200,100,0.0001,0.5,10,0.01,DecisionTreeRegressor(),"{'q': 10, 'model__splitter': 'best', 'model__min_samples_split': 200, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 0.5, 'model__max_depth': 10, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-3941.8056890367666,-3549.831211192166,-3589.5284785623653,-3693.721792930433,176.16882601572658,259,-3674.2939503636553,-3485.3715453370924,-3458.556737825965,-3539.407411175571,96.00535511476672
202,1,4000,0.11146775881449382,0.012373359855548069,0.010111014048258463,0.0030972073176642754,13,best,100,100,0.01,sqrt,25,0.0,DecisionTreeRegressor(),"{'q': 13, 'model__splitter': 'best', 'model__min_samples_split': 100, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.01, 'model__max_features': 'sqrt', 'model__max_depth': 25, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-3700.6529417707343,-3642.815417134229,-3735.9417726778747,-3693.1367105276126,38.388364758829724,258,-3558.9524207458567,-3498.293777261639,-3553.67380370226,-3536.973333903252,27.435342485767467
203,1,4000,0.10750691095987956,0.010766519605965757,0.008530139923095703,0.003198831544031775,3,best,200,10,0.01,sqrt,20,0.01,DecisionTreeRegressor(),"{'q': 3, 'model__splitter': 'best', 'model__min_samples_split': 200, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.01, 'model__max_features': 'sqrt', 'model__max_depth': 20, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-3374.263764565098,-3384.348919632812,-3556.5356832275893,-3438.382789141833,83.64810168722663,219,-3172.150581506095,-3167.333023652468,-3239.500703756085,-3192.9947696382155,32.943422682430715
204,1,4000,0.09405970573425293,0.015641214456136147,0.008666912714640299,0.0020388822206026994,11,best,100,50,0.001,sqrt,10,0.0,DecisionTreeRegressor(),"{'q': 11, 'model__splitter': 'best', 'model__min_samples_split': 100, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.001, 'model__max_features': 'sqrt', 'model__max_depth': 10, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-3442.386732469674,-3277.717915701922,-3348.1722186113398,-3356.092288927645,67.45863146790678,203,-3218.402710761776,-3161.601265733012,-3266.8193997660296,-3215.6077920869393,43.00056286567054
205,1,4000,0.09103798866271973,0.007122529728569621,0.006159464518229167,0.00026902620669468357,3,random,100,10,0.01,log2,30,0.01,DecisionTreeRegressor(),"{'q': 3, 'model__splitter': 'random', 'model__min_samples_split': 100, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.01, 'model__max_features': 'log2', 'model__max_depth': 30, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-3985.7703564881617,-3612.645685669866,-3554.442689638839,-3717.6195772656224,191.0942655427564,267,-3922.5994643007516,-3552.300724275529,-3556.9066730324325,-3677.268953869571,173.485058342797
206,1,4000,0.10600423812866211,0.017743696496170497,0.008211453755696615,0.0024410553050172364,14,best,200,20,0.0,0.5,10,0.1,DecisionTreeRegressor(),"{'q': 14, 'model__splitter': 'best', 'model__min_samples_split': 200, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.0, 'model__max_features': 0.5, 'model__max_depth': 10, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3672.9925311318775,-3086.341435739991,-3248.8856175198666,-3336.0731947972454,247.30700509656575,199,-3464.134235269536,-3121.266038991386,-3032.2285477658575,-3205.8762740089264,186.19845976233515
207,1,4000,0.0991066296895345,0.008307031751554951,0.011596043904622396,0.0015930990934475413,10,best,20,100,0.0,log2,20,0.001,DecisionTreeRegressor(),"{'q': 10, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.0, 'model__max_features': 'log2', 'model__max_depth': 20, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-3814.7896210021427,-3525.4087140609963,-3434.3887066975017,-3591.5290139202134,162.1833004988621,242,-3618.2871134588368,-3563.883211795401,-3348.1564486920925,-3510.108924648777,116.65161659238878
208,1,4000,0.10056130091349284,0.008026620419885788,0.0073816776275634766,0.0022997553686491274,4,random,100,10,0.001,0.5,10,0.1,DecisionTreeRegressor(),"{'q': 4, 'model__splitter': 'random', 'model__min_samples_split': 100, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.001, 'model__max_features': 0.5, 'model__max_depth': 10, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3756.0406913657316,-3431.2431129328947,-3521.7004091843546,-3569.661404494327,136.86625964130363,241,-3689.3212821269053,-3535.6528251513005,-3421.5845813137566,-3548.8528961973207,109.7008558073344
209,1,4000,0.1063092549641927,0.008283412988226834,0.00823195775349935,0.0024233975624349596,8,best,100,50,0.01,sqrt,20,0.01,DecisionTreeRegressor(),"{'q': 8, 'model__splitter': 'best', 'model__min_samples_split': 100, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.01, 'model__max_features': 'sqrt', 'model__max_depth': 20, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-3455.6749730090214,-3198.0502973656617,-3081.8822529579497,-3245.2025077775447,156.20018694150048,183,-3161.180716888767,-3438.073631095656,-2936.2334489741042,-3178.495932319509,205.24092283948926
210,1,4000,0.10267925262451172,0.013575745039300893,0.0074253082275390625,0.0011642506773208246,6,best,100,50,0.0001,sqrt,20,0.01,DecisionTreeRegressor(),"{'q': 6, 'model__splitter': 'best', 'model__min_samples_split': 100, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 'sqrt', 'model__max_depth': 20, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-3555.8251089971372,-3434.231521657673,-3105.5952033530207,-3365.2172780026103,190.17354592500993,204,-3133.7645759917923,-3428.9831126784843,-2860.2474878649127,-3140.998392178397,232.24168274377033
211,1,4000,0.10731291770935059,0.0111003287945373,0.00975505510965983,0.003031859822708255,9,best,200,20,0.0,sqrt,15,0.01,DecisionTreeRegressor(),"{'q': 9, 'model__splitter': 'best', 'model__min_samples_split': 200, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.0, 'model__max_features': 'sqrt', 'model__max_depth': 15, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-3519.209778945471,-3359.032630935194,-3424.966227815715,-3434.4028792321265,65.73161329042365,218,-3282.70218424889,-3327.7350633504543,-3319.74609798086,-3310.0611151934013,19.618685289608656
212,1,4000,0.10200285911560059,0.012411301515773892,0.009331385294596354,0.004015844952181878,14,best,200,20,0.001,sqrt,30,0.1,DecisionTreeRegressor(),"{'q': 14, 'model__splitter': 'best', 'model__min_samples_split': 200, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.001, 'model__max_features': 'sqrt', 'model__max_depth': 30, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3636.744698156906,-3546.6334913400324,-3482.494450917948,-3555.290880138295,63.269252558269436,236,-3434.621367254375,-3486.5735970042206,-3292.024351114832,-3404.4064384578087,82.24783162559609
213,1,4000,0.11441103617350261,0.01000664530141367,0.006990353266398112,0.0019220563382954465,8,best,200,10,0.0001,log2,10,0.001,DecisionTreeRegressor(),"{'q': 8, 'model__splitter': 'best', 'model__min_samples_split': 200, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 'log2', 'model__max_depth': 10, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-3674.1871257917696,-3243.4499695579057,-3373.2967469467303,-3430.311280765469,180.40993549882458,216,-3608.604006782174,-3531.5517142509766,-3186.9268713290135,-3442.360864120721,183.3378619765778
214,1,4000,0.1156323750813802,0.01656090233961951,0.006310224533081055,0.0008497634399300418,7,best,50,50,0.01,sqrt,20,0.1,DecisionTreeRegressor(),"{'q': 7, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.01, 'model__max_features': 'sqrt', 'model__max_depth': 20, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3736.177577945835,-3275.3836082655093,-3428.7070745828532,-3480.0894202647323,191.5948498077254,226,-3540.1286143780103,-3195.4910257574134,-3175.9012245162635,-3303.840288217229,167.27237247089897
215,1,4000,0.11246975262959798,0.017400675616785762,0.009107033411661783,0.0011300198496340683,4,random,100,10,0.01,0.5,25,0.001,DecisionTreeRegressor(),"{'q': 4, 'model__splitter': 'random', 'model__min_samples_split': 100, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.01, 'model__max_features': 0.5, 'model__max_depth': 25, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-3621.2843424623884,-3515.7922754615997,-3303.2112663598377,-3480.095961427942,132.28325810428387,227,-3556.311352646253,-3507.7830194170438,-3266.553704294535,-3443.5493587859437,126.71318285306909
216,1,4000,0.09525696436564128,0.004892847496872465,0.014055331548055014,0.002246163061375924,8,best,100,100,0.01,0.5,15,0.01,DecisionTreeRegressor(),"{'q': 8, 'model__splitter': 'best', 'model__min_samples_split': 100, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.01, 'model__max_features': 0.5, 'model__max_depth': 15, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-3935.5694213685456,-3742.437272995636,-3671.0801977797614,-3783.028964047981,111.72705248511136,270,-3623.099109871003,-3874.6674879784778,-3408.8615492199074,-3635.5427156897963,190.36793434472867
217,1,4000,0.0867916742960612,0.0024522747629409187,0.009201924006144205,0.0017730165199661184,7,random,50,20,0.001,0.5,10,0.1,DecisionTreeRegressor(),"{'q': 7, 'model__splitter': 'random', 'model__min_samples_split': 50, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.001, 'model__max_features': 0.5, 'model__max_depth': 10, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3520.80171925423,-3179.443079829801,-3398.2675658823077,-3366.170788322113,141.19509558228492,205,-3321.4610441930035,-3267.2212106009897,-3204.1469782607146,-3264.276411018236,47.93851200463846
218,1,4000,0.10203250249226888,0.005529930934385853,0.009904861450195312,0.0037542758386374954,7,best,200,10,0.0001,0.7,15,0.1,DecisionTreeRegressor(),"{'q': 7, 'model__splitter': 'best', 'model__min_samples_split': 200, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 0.7, 'model__max_depth': 15, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3387.766874612843,-3126.5060473451495,-2999.788014002322,-3171.353645320105,161.5350928916106,166,-3145.5887889931814,-2960.647450727345,-2862.992569741583,-2989.74293648737,117.1894939902414
219,1,4000,0.0950940450032552,0.00810466876654986,0.009286324183146158,0.0034821159874135524,5,random,50,20,0.0,0.5,10,0.001,DecisionTreeRegressor(),"{'q': 5, 'model__splitter': 'random', 'model__min_samples_split': 50, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.0, 'model__max_features': 0.5, 'model__max_depth': 10, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-3416.7685578014743,-3322.4581318791684,-3521.1948722118286,-3420.140520630824,81.16896200520941,214,-3238.0132046103045,-3336.3171660040684,-3506.494438401941,-3360.2749363387716,110.90844360440616
220,1,4000,0.10043104489644368,0.002665628310834581,0.011672496795654297,0.003931943090362081,6,best,200,20,0.0,0.7,15,0.001,DecisionTreeRegressor(),"{'q': 6, 'model__splitter': 'best', 'model__min_samples_split': 200, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.0, 'model__max_features': 0.7, 'model__max_depth': 15, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-3227.8872416959466,-3072.496333143604,-3159.735544601472,-3153.373039813674,63.59740411663412,164,-3057.4237607183923,-2986.665297650329,-2933.572194618472,-2992.5537509957308,50.733342214967145
221,1,4000,0.09501767158508301,0.005877369189262276,0.009218295415242514,0.00238249354971035,4,best,200,20,0.0,log2,30,0.01,DecisionTreeRegressor(),"{'q': 4, 'model__splitter': 'best', 'model__min_samples_split': 200, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.0, 'model__max_features': 'log2', 'model__max_depth': 30, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-3685.182598053491,-3414.773754649643,-3293.604076670455,-3464.5201431245296,163.68559695719907,224,-3516.773889035136,-3443.8646430031863,-3229.024129477137,-3396.5542205051534,122.1438716954405
222,1,4000,0.10514553387959798,0.010041833786117966,0.008521795272827148,0.0013967585279142478,6,random,50,20,0.0,0.5,20,0.1,DecisionTreeRegressor(),"{'q': 6, 'model__splitter': 'random', 'model__min_samples_split': 50, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.0, 'model__max_features': 0.5, 'model__max_depth': 20, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3316.7702804567034,-3190.293377469117,-3591.9235124335696,-3366.3290567864638,167.66781754681588,206,-3241.6509998084002,-3173.6945324381836,-3467.064305081074,-3294.1366124425526,125.38609844615159
223,1,4000,0.10529224077860515,0.004080868180073056,0.010919332504272461,0.003896274205819307,3,random,50,10,0.001,sqrt,15,0.1,DecisionTreeRegressor(),"{'q': 3, 'model__splitter': 'random', 'model__min_samples_split': 50, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.001, 'model__max_features': 'sqrt', 'model__max_depth': 15, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3512.5878348828246,-3074.302436892899,-3333.49904636207,-3306.7964393792645,179.92275090077868,195,-3316.006604868915,-2999.8718582712872,-3207.2451773777902,-3174.3745468393304,131.13772217426865
224,1,4000,0.09897391001383464,0.011206187975898828,0.010085741678873697,0.002103185702275593,8,best,50,50,0.0,0.5,30,0.1,DecisionTreeRegressor(),"{'q': 8, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.0, 'model__max_features': 0.5, 'model__max_depth': 30, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3383.447444483315,-3140.276103242975,-3279.7507362083275,-3267.8247613115386,99.631812048447,188,-3074.477502505957,-3088.5382771457926,-2924.7505708576327,-3029.255450169794,74.11872770946681
225,1,4000,0.0966637134552002,0.003668363365919071,0.007195472717285156,0.0008127908847307456,6,best,200,20,0.0,0.7,15,0.1,DecisionTreeRegressor(),"{'q': 6, 'model__splitter': 'best', 'model__min_samples_split': 200, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.0, 'model__max_features': 0.7, 'model__max_depth': 15, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3574.341996388378,-3281.838904667405,-3178.6733421524996,-3344.951414402761,167.58244269618322,201,-3343.928848677067,-3142.970982203982,-3036.522050329222,-3174.473960403424,127.45996271821727
226,1,4000,0.09401528040568034,0.00700270240476533,0.006702979405721028,0.0006632203321574713,5,best,20,50,0.001,0.5,30,0.0,DecisionTreeRegressor(),"{'q': 5, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.001, 'model__max_features': 0.5, 'model__max_depth': 30, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-3434.3489059362623,-3127.8948517448625,-3095.396009130747,-3219.2132556039574,152.70135281160654,179,-3153.7477000465683,-3023.932067370355,-2945.5493337456032,-3041.076367054175,85.85680012413768
227,1,4000,0.10538268089294434,0.001479085953799274,0.01232290267944336,0.005457649354474949,13,best,100,50,0.0001,0.5,10,0.1,DecisionTreeRegressor(),"{'q': 13, 'model__splitter': 'best', 'model__min_samples_split': 100, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 0.5, 'model__max_depth': 10, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3296.311351868659,-3201.331314009463,-3147.91538494402,-3215.186016940714,61.36940250026645,177,-2973.1273527710878,-3048.053047246121,-2978.556582759265,-2999.912327592158,34.11271318406311
228,1,4000,0.10036762555440266,0.003825923634482892,0.008944272994995117,0.00197707224385732,9,random,100,20,0.0001,,25,0.01,DecisionTreeRegressor(),"{'q': 9, 'model__splitter': 'random', 'model__min_samples_split': 100, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.0001, 'model__max_features': None, 'model__max_depth': 25, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-3286.4532319423556,-3330.8069417237743,-3502.3394769894035,-3373.1998835518443,93.09346141649657,208,-3131.672507449324,-3296.5901114021563,-3328.1962566776438,-3252.1529585097082,86.16415117119578
229,1,4000,0.09223270416259766,0.007070724135429493,0.008147001266479492,0.0010485394496292698,3,best,50,50,0.01,log2,15,0.001,DecisionTreeRegressor(),"{'q': 3, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.01, 'model__max_features': 'log2', 'model__max_depth': 15, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-3435.2646403772446,-3039.910542944527,-3116.400107898769,-3197.1917637401802,171.2146495473006,173,-3192.801572916162,-3117.903773168725,-2988.5471264418425,-3099.750824175577,84.36870230914447
230,1,4000,0.10772506395975749,0.008978260864153898,0.01189271608988444,0.003974502646916255,11,best,100,50,0.001,sqrt,10,0.1,DecisionTreeRegressor(),"{'q': 11, 'model__splitter': 'best', 'model__min_samples_split': 100, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.001, 'model__max_features': 'sqrt', 'model__max_depth': 10, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3674.440810791708,-3252.3539905648327,-3429.183900397809,-3451.992900584783,173.0693672480405,222,-3498.1114677374767,-3206.990743234911,-3080.702693532095,-3261.934968168161,174.7792361543489
231,1,4000,0.10252896944681804,0.01541610058254466,0.013255039850870768,0.005349022086056627,5,best,200,10,0.001,,30,0.1,DecisionTreeRegressor(),"{'q': 5, 'model__splitter': 'best', 'model__min_samples_split': 200, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.001, 'model__max_features': None, 'model__max_depth': 30, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3272.58142116075,-3100.7434670694747,-3243.797037510059,-3205.707308580095,75.14515377604168,175,-3095.819193757685,-2944.082027165132,-2884.6329615063287,-2974.844727476382,88.91817950963222
232,1,4000,0.10288691520690918,0.0073528320125510905,0.009621143341064453,0.0025615036168508245,14,best,100,50,0.01,sqrt,25,0.1,DecisionTreeRegressor(),"{'q': 14, 'model__splitter': 'best', 'model__min_samples_split': 100, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.01, 'model__max_features': 'sqrt', 'model__max_depth': 25, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3547.2455524242278,-3134.8485751117883,-3323.541392783228,-3335.2118401064145,168.56248342904706,198,-3279.363048374309,-3205.527019173643,-3072.681490305508,-3185.8571859511535,85.51605449928583
233,1,4000,0.10868700345357259,0.01174331761402091,0.010952949523925781,0.0029777807898009245,14,random,50,10,0.0,0.7,15,0.01,DecisionTreeRegressor(),"{'q': 14, 'model__splitter': 'random', 'model__min_samples_split': 50, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0, 'model__max_features': 0.7, 'model__max_depth': 15, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-3242.6392066479707,-2996.456714791952,-3024.0771731621726,-3087.724364867365,110.12017248768979,152,-2968.8728261780197,-2880.015240447112,-2851.0794728648175,-2899.989179829983,50.120103830999014
234,1,4000,0.1121078332265218,0.016780546263579707,0.010529438654581705,0.002530759706868348,3,best,100,50,0.0001,0.5,25,0.0,DecisionTreeRegressor(),"{'q': 3, 'model__splitter': 'best', 'model__min_samples_split': 100, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 0.5, 'model__max_depth': 25, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-3499.804885245607,-3279.9001472521954,-3127.574857757852,-3302.426630085218,152.79480829422513,194,-3059.387905577036,-3211.9774837769382,-2792.933227905637,-3021.43287241987,173.16651042884374
235,1,4000,0.1421827475229899,0.022865238742527355,0.008644580841064453,0.0016252768078345939,4,best,20,50,0.0001,0.7,10,0.001,DecisionTreeRegressor(),"{'q': 4, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 0.7, 'model__max_depth': 10, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-3322.1684071540412,-3067.9457956149613,-3366.16807717326,-3252.094093314087,131.44565264667253,185,-2971.8678761146766,-3093.1115003101477,-2989.3412238189503,-3018.106866747925,53.51386587823821
