,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_q,param_model__splitter,param_model__min_samples_split,param_model__min_samples_leaf,param_model__min_impurity_decrease,param_model__max_features,param_model__max_depth,param_model__ccp_alpha,param_model,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
80,0,2000,0.05237229665120443,0.0015168651109573044,0.005608956019083659,0.00035440461775261545,10,best,100,100,0.01,sqrt,15,0.1,DecisionTreeRegressor(),"{'q': 10, 'model__splitter': 'best', 'model__min_samples_split': 100, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.01, 'model__max_features': 'sqrt', 'model__max_depth': 15, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3932.5756060840386,-4092.437929798361,-4260.862476211784,-4095.2920040313948,134.03774736832804,316,-3987.965524516582,-4313.446858580014,-4156.996592494376,-4152.802991863658,132.91028157022663
81,0,2000,0.05381091435750326,0.0026638653788256935,0.0062113602956136065,0.0005265921938766049,13,best,20,10,0.01,0.7,20,0.1,DecisionTreeRegressor(),"{'q': 13, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.01, 'model__max_features': 0.7, 'model__max_depth': 20, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-2823.6402348583583,-2881.557146127065,-2815.7753055538574,-2840.3242288464266,29.33234140949956,116,-2369.6980822203786,-2368.757979744341,-2238.395718174725,-2325.6172600464815,61.676137865635354
82,0,2000,0.05313897132873535,0.0037122562637288492,0.005480766296386719,4.274324949976246e-05,3,best,100,100,0.001,sqrt,10,0.001,DecisionTreeRegressor(),"{'q': 3, 'model__splitter': 'best', 'model__min_samples_split': 100, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.001, 'model__max_features': 'sqrt', 'model__max_depth': 10, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-4033.012518766508,-4020.2671664989102,-4146.223897521984,-4066.5011942624674,56.612089771002196,307,-3933.6115666468922,-4112.0063626472665,-3983.872738970673,-4009.8302227549443,75.10667539489776
83,0,2000,0.05043633778889974,0.0024539751743393517,0.00568238894144694,0.0003259544050910841,9,random,100,20,0.0,,15,0.0,DecisionTreeRegressor(),"{'q': 9, 'model__splitter': 'random', 'model__min_samples_split': 100, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.0, 'model__max_features': None, 'model__max_depth': 15, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-3726.956627759979,-3352.3360563829065,-3848.9113170697324,-3642.7346670708725,211.2924535303068,252,-3687.708833031123,-3695.9373238502867,-3408.450046828978,-3597.3654012367965,133.62555983933578
84,0,2000,0.05163868268330892,0.002864542480700763,0.006302754084269206,0.000999736122035221,13,best,50,10,0.0001,sqrt,25,0.001,DecisionTreeRegressor(),"{'q': 13, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 'sqrt', 'model__max_depth': 25, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-3236.6222735242413,-3398.273218536085,-3381.7551936659916,-3338.8835619087727,72.6234104264388,200,-3056.6288088113893,-2988.437388849236,-2726.7315916360712,-2923.932596432232,142.1939864142768
85,0,2000,0.055188655853271484,0.003789893489130182,0.0055390199025472,0.0002613769687924832,3,best,20,100,0.0,,15,0.1,DecisionTreeRegressor(),"{'q': 3, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.0, 'model__max_features': None, 'model__max_depth': 15, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-4105.624512554822,-3865.3130520994073,-4244.362318887731,-4071.7666278473203,156.58725774221713,313,-3986.096643451298,-3909.9245341596084,-3713.3816180927506,-3869.8009319012185,114.89357062870648
86,0,2000,0.054888645807902016,0.004364530220681373,0.005661964416503906,0.00029248981653355117,9,random,200,100,0.0,0.7,15,0.0,DecisionTreeRegressor(),"{'q': 9, 'model__splitter': 'random', 'model__min_samples_split': 200, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.0, 'model__max_features': 0.7, 'model__max_depth': 15, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-4634.834508579509,-4571.114952816329,-5037.529464676497,-4747.826308690778,206.4961410256513,370,-4699.72832100046,-4714.801437907919,-5076.823062866985,-4830.450940591788,174.32004415081875
87,0,2000,0.05293520291646322,0.002725772805084136,0.005720059076944987,0.00033531165758881237,11,random,100,50,0.0,sqrt,10,0.001,DecisionTreeRegressor(),"{'q': 11, 'model__splitter': 'random', 'model__min_samples_split': 100, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.0, 'model__max_features': 'sqrt', 'model__max_depth': 10, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-4797.403561512411,-4317.31677979682,-4348.427721052537,-4487.716020787256,219.35018019406039,350,-5100.925022160277,-4705.341793260869,-4146.937800777095,-4651.068205399413,391.34990430143847
88,0,2000,0.05035607020060221,0.0019524745213164547,0.005771319071451823,0.00036416804023282456,8,random,50,50,0.001,0.5,20,0.1,DecisionTreeRegressor(),"{'q': 8, 'model__splitter': 'random', 'model__min_samples_split': 50, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.001, 'model__max_features': 0.5, 'model__max_depth': 20, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-4617.819980635451,-3894.819464758089,-4227.785643674227,-4246.808363022589,295.4700598236512,332,-4541.603299866878,-4352.554179952199,-4153.682564677722,-4349.280014832267,158.38489893368026
89,0,2000,0.05264997482299805,0.002966702349452459,0.005777915318806966,0.0003829823907670149,13,random,100,100,0.0001,0.5,25,0.0,DecisionTreeRegressor(),"{'q': 13, 'model__splitter': 'random', 'model__min_samples_split': 100, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 0.5, 'model__max_depth': 25, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-5469.994706531168,-4017.5442642328867,-5323.635517255268,-4937.058162673107,652.9342029842028,380,-5688.0305983824455,-4464.881043645347,-5200.708566392059,-5117.873402806617,502.7722854719691
90,0,2000,0.054492950439453125,0.004038964319855453,0.0053929487864176435,7.962879142209617e-05,8,random,200,100,0.01,log2,25,0.001,DecisionTreeRegressor(),"{'q': 8, 'model__splitter': 'random', 'model__min_samples_split': 200, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.01, 'model__max_features': 'log2', 'model__max_depth': 25, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-5426.214860571719,-5052.204108507693,-5426.508361082434,-5301.642443387282,176.37957878065907,392,-5483.442880069425,-5438.291278211694,-5309.4237598708405,-5410.385972717319,73.73236785710465
91,0,2000,0.04981772104899088,0.0019468565923590239,0.006879885991414388,0.002034590475337068,7,random,50,10,0.0,0.7,25,0.01,DecisionTreeRegressor(),"{'q': 7, 'model__splitter': 'random', 'model__min_samples_split': 50, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0, 'model__max_features': 0.7, 'model__max_depth': 25, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-3659.3590542604766,-3397.2821841527953,-3618.4472102977224,-3558.3628162369982,115.11927805134094,237,-3413.8624232804973,-3430.0752274996103,-3265.912165110914,-3369.949938630341,73.86296994805737
92,0,2000,0.054891347885131836,0.0022043400060291355,0.0056124528249104815,0.00011798377050687392,9,best,20,10,0.01,,20,0.0,DecisionTreeRegressor(),"{'q': 9, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.01, 'model__max_features': None, 'model__max_depth': 20, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-3105.78458270263,-2816.118803431742,-2957.7866799276912,-2959.8966886873545,118.26497092793251,128,-2380.7149031984864,-2216.5570075710157,-2136.9784990526564,-2244.750136607386,101.48234023753729
93,0,2000,0.05382855733235677,0.003161971533130734,0.005737781524658203,0.00020294197295839904,7,random,50,100,0.0001,sqrt,15,0.0,DecisionTreeRegressor(),"{'q': 7, 'model__splitter': 'random', 'model__min_samples_split': 50, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 'sqrt', 'model__max_depth': 15, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-5385.877929173876,-4218.391352821316,-5196.488420586468,-4933.585900860554,511.59523561081727,379,-5360.644226327169,-4686.560483929833,-5013.439259568605,-5020.214656608536,275.2352356862351
94,0,2000,0.052921295166015625,0.003063431450280262,0.005551258722941081,0.0003171531329074709,10,best,20,50,0.01,,25,0.0,DecisionTreeRegressor(),"{'q': 10, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.01, 'model__max_features': None, 'model__max_depth': 25, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-3833.4716094768314,-3358.9308020732906,-3703.9999542281075,-3632.134121926076,200.28441087971018,250,-3514.4937477879216,-3341.64687357597,-3065.653383466472,-3307.2646682767877,184.84411484992654
95,0,2000,0.053497632344563804,0.00442000064806697,0.005913654963175456,0.0003326198285977395,4,best,20,100,0.01,0.7,30,0.01,DecisionTreeRegressor(),"{'q': 4, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.01, 'model__max_features': 0.7, 'model__max_depth': 30, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-4263.112211584653,-3856.044474222541,-4151.555673761402,-4090.2374531895316,171.74783614522923,315,-4077.289676693974,-3915.2797353185715,-3924.7275040654195,-3972.4323053593216,74.24561188372616
96,0,2000,0.05451814333597819,0.004105216115042156,0.005551576614379883,4.631133866809359e-05,11,best,50,10,0.0,,15,0.001,DecisionTreeRegressor(),"{'q': 11, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0, 'model__max_features': None, 'model__max_depth': 15, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-3224.398179949516,-2900.156446299201,-3191.94827272253,-3105.500966323749,145.80358488469795,153,-2762.986458175423,-2655.4075385326614,-2549.8339571602696,-2656.0759846227847,87.02042782161482
97,0,2000,0.052014668782552086,0.0032258358827888848,0.006827990214029948,0.001260280012758521,14,random,50,10,0.0,0.7,15,0.01,DecisionTreeRegressor(),"{'q': 14, 'model__splitter': 'random', 'model__min_samples_split': 50, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0, 'model__max_features': 0.7, 'model__max_depth': 15, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-3723.412478134018,-3551.8252996380866,-3805.9431546762335,-3693.7269774827796,105.84546211020157,260,-3375.8791430031897,-3707.7865189039035,-3220.0591731908034,-3434.5749450326316,203.39352467732115
98,0,2000,0.05312760670979818,0.004820158084796629,0.005319674809773763,0.00013667039900850858,5,random,200,100,0.01,0.5,15,0.1,DecisionTreeRegressor(),"{'q': 5, 'model__splitter': 'random', 'model__min_samples_split': 200, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.01, 'model__max_features': 0.5, 'model__max_depth': 15, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-5302.513345658374,-4529.020094669419,-5445.868203453192,-5092.467214593662,402.69272531011853,388,-5484.374859104761,-4830.422579214308,-5481.2155302513365,-5265.337656190135,307.53410485708
99,0,2000,0.049924373626708984,0.002225974895425288,0.005469322204589844,0.00012505518498886033,5,random,200,50,0.01,0.5,30,0.0,DecisionTreeRegressor(),"{'q': 5, 'model__splitter': 'random', 'model__min_samples_split': 200, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.01, 'model__max_features': 0.5, 'model__max_depth': 30, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-4816.476840402275,-4115.868464980467,-4937.537674008643,-4623.294326463795,362.19210835774277,359,-4885.330966449479,-4638.423720693437,-4546.265758169997,-4690.006815104304,143.14774555950348
100,0,2000,0.05099034309387207,0.0030077248483570684,0.005947987238566081,0.0009519530564911565,12,random,200,20,0.0001,sqrt,10,0.01,DecisionTreeRegressor(),"{'q': 12, 'model__splitter': 'random', 'model__min_samples_split': 200, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 'sqrt', 'model__max_depth': 10, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-4688.602656365121,-4294.000761037208,-4972.832151732163,-4651.8118563781645,278.3501230117349,363,-4724.655388212038,-4747.606493970591,-4429.592888803049,-4633.95159032856,144.80687709447014
101,0,2000,0.05413301785786947,0.0024951154721445765,0.006827354431152344,0.0017469255281560602,3,random,50,10,0.001,sqrt,15,0.1,DecisionTreeRegressor(),"{'q': 3, 'model__splitter': 'random', 'model__min_samples_split': 50, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.001, 'model__max_features': 'sqrt', 'model__max_depth': 15, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3889.977889058211,-3742.551561754406,-3787.9324733323197,-3806.8206413816456,61.650642952942746,272,-3983.301225494653,-3795.6119011315404,-3627.2877020404494,-3802.066942888881,145.4135662942903
102,0,2000,0.05792919794718424,0.00629735866400509,0.0059392452239990234,0.00046466906408667566,12,random,20,50,0.0,0.5,15,0.0,DecisionTreeRegressor(),"{'q': 12, 'model__splitter': 'random', 'model__min_samples_split': 20, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.0, 'model__max_features': 0.5, 'model__max_depth': 15, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-4325.071802604991,-3778.613951772537,-4907.784261181901,-4337.156671853143,461.06104437588175,341,-4418.992366566999,-3924.972255600653,-4612.157760382776,-4318.7074608501425,289.36571581264246
103,0,2000,0.05521925290425619,0.0009373918838471993,0.007271766662597656,0.000776119602833548,13,best,100,100,0.01,sqrt,25,0.0,DecisionTreeRegressor(),"{'q': 13, 'model__splitter': 'best', 'model__min_samples_split': 100, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.01, 'model__max_features': 'sqrt', 'model__max_depth': 25, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-4265.349825651083,-3892.1430880657654,-3731.5700090450114,-3963.020974253953,223.60378532407444,293,-4312.096039786271,-4181.163768671817,-3631.6749532356653,-4041.644920564584,294.77940394873076
104,0,2000,0.05873894691467285,0.002923280918504492,0.006467024485270183,0.0013171387787272622,9,random,100,20,0.0001,sqrt,30,0.01,DecisionTreeRegressor(),"{'q': 9, 'model__splitter': 'random', 'model__min_samples_split': 100, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 'sqrt', 'model__max_depth': 30, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-4562.87060051813,-3673.5690783474415,-4144.059450751917,-4126.833043205829,363.26010990426124,319,-4736.49793498172,-3867.7468367417523,-4049.6453294607154,-4217.963367061396,374.10367458731344
105,0,2000,0.057403564453125,0.003455898431895618,0.009168783823649088,0.0021416062731407282,11,random,100,100,0.001,0.7,30,0.01,DecisionTreeRegressor(),"{'q': 11, 'model__splitter': 'random', 'model__min_samples_split': 100, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.001, 'model__max_features': 0.7, 'model__max_depth': 30, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-4913.849526295343,-5035.248172417176,-4519.380812981244,-4822.826170564587,220.21765233395175,375,-4803.850157891911,-5609.361557085707,-4712.47106458733,-5041.894259854983,402.9903925596319
106,0,2000,0.0591437021891276,0.004102322940190798,0.005372524261474609,9.266869411917146e-05,9,best,200,20,0.001,sqrt,25,0.1,DecisionTreeRegressor(),"{'q': 9, 'model__splitter': 'best', 'model__min_samples_split': 200, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.001, 'model__max_features': 'sqrt', 'model__max_depth': 25, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-4165.066371352918,-3551.843463874228,-4230.648913275323,-3982.5195828341566,305.7086925304774,295,-4021.9614174432686,-3779.130045878357,-4015.418057267903,-3938.836506863176,112.96111174741449
107,0,2000,0.05423927307128906,0.003052409563156561,0.0063893795013427734,0.0007294705694514036,13,random,20,20,0.0001,,20,0.01,DecisionTreeRegressor(),"{'q': 13, 'model__splitter': 'random', 'model__min_samples_split': 20, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.0001, 'model__max_features': None, 'model__max_depth': 20, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-3884.8548557215377,-3099.320955142483,-3697.0558983328538,-3560.4105697322916,334.93266647790847,238,-3567.471786439454,-3327.266479740799,-3446.525493784117,-3447.0879199881233,98.0642122420303
108,0,2000,0.058481057484944664,0.002049889023445891,0.0062342484792073565,0.0003340780214581015,9,best,50,20,0.01,,20,0.1,DecisionTreeRegressor(),"{'q': 9, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.01, 'model__max_features': None, 'model__max_depth': 20, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-3405.891884178021,-2934.8400518924204,-3199.463377652473,-3180.0651045743048,192.7946695731269,168,-2796.0549973336697,-2749.396708169481,-2590.7436166619923,-2712.0651073883805,87.87653107622904
109,0,2000,0.05438637733459473,0.004656798962117297,0.005856672922770183,0.0006813872388515463,4,random,20,10,0.0001,0.5,30,0.01,DecisionTreeRegressor(),"{'q': 4, 'model__splitter': 'random', 'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 0.5, 'model__max_depth': 30, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-3666.3752077630284,-3033.62236480233,-3846.686024593943,-3515.5611990531,348.64191528061326,232,-3590.6589247265842,-3198.225327061956,-3333.477785693901,-3374.1206791608142,162.76755560414568
110,0,2000,0.05540362993876139,0.007237986016985343,0.005982398986816406,0.00025297645608478184,13,random,100,100,0.0,,15,0.01,DecisionTreeRegressor(),"{'q': 13, 'model__splitter': 'random', 'model__min_samples_split': 100, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.0, 'model__max_features': None, 'model__max_depth': 15, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-5134.957473184916,-4459.521830749863,-4300.7524359383315,-4631.743913291037,361.6811167571126,361,-4936.868069958081,-4620.0270676347845,-4229.480088781655,-4595.458408791507,289.3120036986979
111,0,2000,0.05129599571228027,0.001175726229845598,0.006773948669433594,0.0011753443515386645,9,random,200,50,0.0,,10,0.1,DecisionTreeRegressor(),"{'q': 9, 'model__splitter': 'random', 'model__min_samples_split': 200, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.0, 'model__max_features': None, 'model__max_depth': 10, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-4088.697897647513,-3878.033854743882,-4092.9813707252206,-4019.9043743722054,100.33284703130111,300,-4092.522995422344,-4137.11977131596,-3734.174851906951,-3987.939206215085,180.35978624792256
112,0,2000,0.05120070775349935,0.0015305309773037416,0.005820433298746745,0.0003820988976641235,7,random,50,20,0.001,0.5,10,0.1,DecisionTreeRegressor(),"{'q': 7, 'model__splitter': 'random', 'model__min_samples_split': 50, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.001, 'model__max_features': 0.5, 'model__max_depth': 10, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-4227.687779295053,-3608.2984379454606,-3714.5764579795596,-3850.187558406691,270.43615015213663,278,-4306.483970203219,-3855.3880797071292,-3481.3663582306576,-3881.079469380335,337.34236222205163
113,0,2000,0.05223266283671061,0.0034825043012303666,0.005643288294474284,0.00015999057191290507,13,random,50,100,0.0001,sqrt,20,0.1,DecisionTreeRegressor(),"{'q': 13, 'model__splitter': 'random', 'model__min_samples_split': 50, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 'sqrt', 'model__max_depth': 20, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-7030.960979762206,-4771.3011853401595,-5018.958333847811,-5607.073499650059,1011.9042058801236,395,-7678.559381804203,-5094.072423091828,-4753.181493757485,-5841.9377662178385,1306.1229843969286
114,0,2000,0.05136338869730631,0.002902456903848184,0.005305290222167969,7.250930556064117e-05,12,best,20,100,0.001,,10,0.1,DecisionTreeRegressor(),"{'q': 12, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.001, 'model__max_features': None, 'model__max_depth': 10, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-4105.2852355401465,-3860.8591968977275,-4241.996774950736,-4069.38040246287,157.6564432127838,309,-3985.162214402021,-3907.532498722884,-3712.3715069377863,-3868.355406687564,114.76011480465795
115,0,2000,0.04955228169759115,0.002861414924455465,0.00681304931640625,0.0020859222364502284,10,random,200,100,0.0,sqrt,25,0.0,DecisionTreeRegressor(),"{'q': 10, 'model__splitter': 'random', 'model__min_samples_split': 200, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.0, 'model__max_features': 'sqrt', 'model__max_depth': 25, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-6145.433894829052,-4958.029023994052,-4559.591313453317,-5221.018077425474,673.5956279028146,390,-6004.285886471852,-5402.994137678739,-4484.012822475956,-5297.097615542182,625.1496366622051
116,0,2000,0.05122701327006022,0.003638873680637704,0.005481243133544922,4.70384006036628e-05,14,random,200,10,0.001,0.5,15,0.001,DecisionTreeRegressor(),"{'q': 14, 'model__splitter': 'random', 'model__min_samples_split': 200, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.001, 'model__max_features': 0.5, 'model__max_depth': 15, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-4227.573385024253,-3876.8637225296516,-4000.542621538584,-4034.9932430308295,145.23418062488096,302,-4464.5258352140845,-4182.084002919954,-3870.731238019836,-4172.447025384625,242.5113872464306
117,0,2000,0.05151232083638509,0.0029864220637929,0.0058592955271403,0.0006793645361901674,11,best,200,100,0.0001,,10,0.1,DecisionTreeRegressor(),"{'q': 11, 'model__splitter': 'best', 'model__min_samples_split': 200, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.0001, 'model__max_features': None, 'model__max_depth': 10, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-4106.064105035332,-3862.63335885826,-4241.778376910032,-4070.1586136012083,156.8537310462928,310,-3986.6745899844695,-3908.2618757035466,-3712.1923077299184,-3869.042924472645,115.43750233973839
118,0,2000,0.05225054423014323,0.00472956846947897,0.0054988861083984375,0.00023863687058826643,10,random,20,100,0.001,,25,0.01,DecisionTreeRegressor(),"{'q': 10, 'model__splitter': 'random', 'model__min_samples_split': 20, 'model__min_samples_leaf': 100, 'model__min_impurity_decrease': 0.001, 'model__max_features': None, 'model__max_depth': 25, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-4621.506905001166,-4658.8836071232245,-4702.567242859705,-4660.985918328032,33.12611636092714,364,-4855.595420663289,-4950.2747452786225,-4510.417908486954,-4772.096024809622,189.02843004697945
119,0,2000,0.05083918571472168,0.0023104363331067326,0.0059850215911865234,0.0008920160444148272,14,random,200,10,0.0,0.5,30,0.01,DecisionTreeRegressor(),"{'q': 14, 'model__splitter': 'random', 'model__min_samples_split': 200, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0, 'model__max_features': 0.5, 'model__max_depth': 30, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-4568.836003937421,-4085.6686279390883,-4337.339341780327,-4330.614657885612,197.30956107496235,340,-4736.689159655719,-4609.854560161753,-3817.0407021083365,-4387.86147397527,406.93899551265224
120,0,2000,0.051774183909098305,0.0009271138611735453,0.005396525065104167,6.0643468318647813e-05,6,best,20,10,0.0001,0.5,15,0.01,DecisionTreeRegressor(),"{'q': 6, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 0.5, 'model__max_depth': 15, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-3052.1942599225194,-2943.571969366086,-3010.2595675098296,-3002.0085989328113,44.727019151558174,135,-2583.309111021313,-2498.986294891681,-2367.3343679062605,-2483.2099246064186,88.87422877466238
121,0,2000,0.05533464749654134,0.00547329299384417,0.005883137385050456,0.0007746509203683039,8,best,50,50,0.0,0.5,30,0.1,DecisionTreeRegressor(),"{'q': 8, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.0, 'model__max_features': 0.5, 'model__max_depth': 30, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-4014.813204031228,-3508.142578871158,-3838.840236419094,-3787.265339773827,210.0377078415548,271,-3616.5783612264763,-3627.889258554816,-3348.200197728582,-3530.8892725032915,129.26318793098716
122,0,2000,0.052489121754964195,0.005004122376540282,0.005449056625366211,0.00018130234598520467,5,random,200,50,0.01,0.7,25,0.01,DecisionTreeRegressor(),"{'q': 5, 'model__splitter': 'random', 'model__min_samples_split': 200, 'model__min_samples_leaf': 50, 'model__min_impurity_decrease': 0.01, 'model__max_features': 0.7, 'model__max_depth': 25, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-4289.12142763636,-4718.711188698155,-4387.451442734145,-4465.09468635622,183.77195227128684,346,-4637.944242298408,-5082.4959770745745,-4094.0533688319742,-4604.8311960683195,404.2087355318088
123,0,2000,0.04899287223815918,0.002082853754086148,0.005286375681559245,2.9971490325339512e-05,10,best,50,10,0.01,sqrt,25,0.001,DecisionTreeRegressor(),"{'q': 10, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.01, 'model__max_features': 'sqrt', 'model__max_depth': 25, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-3608.9425203082665,-3019.1601406180744,-3708.6836172761164,-3445.5954260674857,304.2722039154286,220,-3274.793774715293,-2848.041191642869,-3189.4638248040997,-3104.0995970540866,184.38136262334748
124,0,2000,0.051320393880208336,0.0023943415930898805,0.005431811014811198,0.0002880901797044797,9,random,200,20,0.0,,30,0.001,DecisionTreeRegressor(),"{'q': 9, 'model__splitter': 'random', 'model__min_samples_split': 200, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.0, 'model__max_features': None, 'model__max_depth': 30, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-4183.573606804871,-3923.5148073973446,-4354.889417552143,-4153.992610584785,177.34578291120152,323,-4130.679085358013,-3998.66396186974,-3767.0493407486815,-3965.4641293254786,150.2959734476991
