,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__weights,param_model__p,param_model__n_neighbors,param_model__metric,param_model__leaf_size,param_model__algorithm,param_model,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
10,0,10000,0.3621167341868083,0.01226172093921433,1.7079536120096843,0.03579470318257979,distance,4,505,minkowski,540,auto,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 4, 'model__n_neighbors': 505, 'model__metric': 'minkowski', 'model__leaf_size': 540, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2363.0215797971814,-2407.3962150606435,-2496.6002851280905,-2422.339359995305,55.54752208619323,174,-708.0562760454493,-715.076951008406,-85.1722574474349,-502.76849483376344,295.29904117537984
11,0,10000,0.3298623561859131,0.025130166267023708,1.0411667823791504,0.06209392468605954,uniform,3,1505,euclidean,810,auto,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 3, 'model__n_neighbors': 1505, 'model__metric': 'euclidean', 'model__leaf_size': 810, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-3587.025577109206,-3680.583264107141,-3299.5350222729912,-3522.3812878297795,162.13904270420872,309,-3680.3936865115083,-3585.656635098726,-3481.92401565738,-3582.658112422538,81.05264098479955
12,0,10000,0.39220333099365234,0.050785974359883364,0.6344642639160156,0.0216046583445321,distance,2,1005,minkowski,720,brute,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 2, 'model__n_neighbors': 1005, 'model__metric': 'minkowski', 'model__leaf_size': 720, 'model__algorithm': 'brute', 'model': KNeighborsRegressor()}",-2439.73475231521,-2534.2382487476916,-2702.0497739835646,-2558.6742583488217,108.47467161243146,203,-709.36284309896,-723.1902242198809,-97.18312160539054,-509.91206297474383,291.8980226038608
13,0,10000,0.4006829261779785,0.01133470954838881,0.35891278584798175,0.015592698686263997,distance,4,105,chebyshev,390,kd_tree,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 4, 'model__n_neighbors': 105, 'model__metric': 'chebyshev', 'model__leaf_size': 390, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-2187.9153232154113,-2198.642039544401,-2242.1161592073577,-2209.5578406557233,23.43499791597923,95,-689.0109380590098,-683.3310703731263,-67.97795560373541,-480.1066546786238,291.4282229241616
14,0,10000,0.368106206258138,0.01821482805793315,0.7932577133178711,0.032310570535915656,uniform,2,805,euclidean,990,kd_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 805, 'model__metric': 'euclidean', 'model__leaf_size': 990, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-3223.3573316337847,-3262.8900503714967,-2942.880090493521,-3143.0424908329346,142.45338148537198,285,-3279.325833701383,-3177.827947701602,-3108.51398326168,-3188.5559215548888,70.14503607957093
15,0,10000,0.351543664932251,0.02190085356547619,0.5200997193654379,0.023908958746211555,distance,3,105,chebyshev,600,ball_tree,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 3, 'model__n_neighbors': 105, 'model__metric': 'chebyshev', 'model__leaf_size': 600, 'model__algorithm': 'ball_tree', 'model': KNeighborsRegressor()}",-2191.030533530768,-2207.211033926367,-2242.739584972587,-2213.6603841432407,21.59709994294131,97,-689.7917048211198,-682.9206524371308,-68.2627696104326,-480.325042289561,291.3855295701695
16,0,10000,0.36948394775390625,0.029364185153432445,0.9984533786773682,0.01545541907771255,uniform,3,1105,chebyshev,540,ball_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 3, 'model__n_neighbors': 1105, 'model__metric': 'chebyshev', 'model__leaf_size': 540, 'model__algorithm': 'ball_tree', 'model': KNeighborsRegressor()}",-3782.3575689695667,-3821.7102961879896,-3512.753100015884,-3705.6069883911464,137.31138816809934,335,-3808.6808673175005,-3762.73751515423,-3728.6795968737138,-3766.6993264484813,32.780306889995416
17,0,10000,0.3721910317738851,0.032613390784780046,0.6675914923350016,0.044652480607950636,distance,1,805,chebyshev,30,kd_tree,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 805, 'model__metric': 'chebyshev', 'model__leaf_size': 30, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-2540.186546697246,-2591.0070319963866,-2821.3075250748584,-2650.8337012561637,122.31564055626899,228,-724.6108030368415,-738.6139245601377,-97.4699339939676,-520.2315538636489,298.992265540127
18,0,10000,0.38504735628763836,0.014825564826088773,1.1070123513539631,0.0174426072551208,distance,4,1305,chebyshev,420,ball_tree,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 4, 'model__n_neighbors': 1305, 'model__metric': 'chebyshev', 'model__leaf_size': 420, 'model__algorithm': 'ball_tree', 'model': KNeighborsRegressor()}",-2661.557057600049,-2748.2990741582403,-3157.4173537472043,-2855.7578285018317,216.22503129470354,263,-732.2357817189271,-748.8648410105465,-104.87181571554594,-528.6574794816731,299.73860613708496
19,0,10000,0.375837246576945,0.022782878521857182,1.2949509620666504,0.031087308135628856,distance,3,1755,chebyshev,540,ball_tree,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 3, 'model__n_neighbors': 1755, 'model__metric': 'chebyshev', 'model__leaf_size': 540, 'model__algorithm': 'ball_tree', 'model': KNeighborsRegressor()}",-2762.3181348050225,-2854.539292489615,-3334.084051264767,-2983.6471595198013,250.6401095901932,274,-736.5806182085204,-755.9711493849304,-110.6077192952462,-534.3864956295656,299.76139025163076
20,0,10000,0.3251506487528483,0.009896052677869062,0.84769606590271,0.040277084190335856,distance,4,1155,euclidean,150,kd_tree,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 4, 'model__n_neighbors': 1155, 'model__metric': 'euclidean', 'model__leaf_size': 150, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-2474.7381062424024,-2574.290880757483,-2765.061088382314,-2604.6966917940663,120.45813518465576,219,-708.211048358723,-719.9066400055725,-100.43726902488099,-509.51831912972557,289.3033884836173
21,0,10000,0.32271536191304523,0.013713388746734948,1.1816262404123943,0.019963238058834227,distance,2,1955,minkowski,360,auto,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 2, 'model__n_neighbors': 1955, 'model__metric': 'minkowski', 'model__leaf_size': 360, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2633.360623181721,-2756.1988234722467,-3067.0459364581834,-2818.868461037384,182.512739906625,259,-718.9745469617325,-735.5343852703589,-113.04434559837418,-522.5177592768218,289.6203427976159
22,0,10000,0.3523271878560384,0.013963992703063444,0.5424862702687582,0.04837576750743819,distance,2,855,minkowski,900,brute,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 2, 'model__n_neighbors': 855, 'model__metric': 'minkowski', 'model__leaf_size': 900, 'model__algorithm': 'brute', 'model': KNeighborsRegressor()}",-2402.990531407134,-2487.5204044716015,-2630.894599557089,-2507.135178478608,94.06955082751021,197,-707.2403493931004,-719.4516249817344,-93.31071029883245,-506.6675615578891,292.32994335736095
23,0,10000,0.4030255476633708,0.04395298513026554,0.948386033376058,0.041618507327295745,distance,1,1155,chebyshev,30,auto,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 1155, 'model__metric': 'chebyshev', 'model__leaf_size': 30, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2616.5689818457004,-2697.716497920644,-3059.6569078487228,-2791.3141292050223,192.617262949006,255,-728.6940807117192,-745.4701215814077,-103.87642727239158,-526.0135431885061,298.5745773530144
24,0,10000,0.38677390416463214,0.031064177681886695,0.4244565963745117,0.02327783497026753,distance,3,505,euclidean,450,brute,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 3, 'model__n_neighbors': 505, 'model__metric': 'euclidean', 'model__leaf_size': 450, 'model__algorithm': 'brute', 'model': KNeighborsRegressor()}",-2293.9563635050113,-2359.6894318211616,-2425.1112126794837,-2359.5856693352184,53.54379323186316,160,-701.1140599843087,-708.3835784509773,-83.10012287764572,-497.53258710431055,293.0630330701613
25,0,10000,0.41965556144714355,0.03950670364245517,0.6693286895751953,0.007925410334417758,uniform,1,305,cosine,870,auto,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 305, 'model__metric': 'cosine', 'model__leaf_size': 870, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2956.463178448992,-2971.996108463305,-2636.998703476905,-2855.1526634630677,154.38842934179675,262,-2976.0301141589566,-2881.9444329678863,-2748.5593710190697,-2868.844639381971,93.32537414925733
26,0,10000,0.4102171262105306,0.016957876086460582,0.7572752634684244,0.042737137687909356,uniform,2,1555,euclidean,390,brute,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 1555, 'model__metric': 'euclidean', 'model__leaf_size': 390, 'model__algorithm': 'brute', 'model': KNeighborsRegressor()}",-3609.0566389114792,-3708.9652794861477,-3322.684766097188,-3546.902228164938,163.7081485193429,315,-3703.6308726049456,-3612.9281886388,-3507.1515589501073,-3607.9035400646176,80.29099365657233
27,0,10000,0.4061339696248372,0.04138443194674784,2.8949790795644126,0.06662841562718996,uniform,4,1955,minkowski,990,ball_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 4, 'model__n_neighbors': 1955, 'model__metric': 'minkowski', 'model__leaf_size': 990, 'model__algorithm': 'ball_tree', 'model': KNeighborsRegressor()}",-3932.230165522946,-4023.7085571472744,-3679.310761255154,-3878.4164946417914,145.65803292670725,344,-4020.5470278229873,-3924.961553648971,-3885.850093039995,-3943.786224837318,56.57792410469798
28,0,10000,0.40248433748881024,0.07827683307910631,1.389816443125407,0.28680886148441737,distance,1,1855,minkowski,720,auto,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 1855, 'model__metric': 'minkowski', 'model__leaf_size': 720, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2588.114530581918,-2729.889805614395,-2961.2009150235217,-2759.735083739945,153.7669622810669,249,-715.541761406828,-720.1395259580609,-119.7413503880976,-518.4742125843287,281.95295873143584
29,0,10000,0.572113037109375,0.06849820691343458,1.7878703276316326,0.10097060793495863,distance,4,355,minkowski,240,brute,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 4, 'model__n_neighbors': 355, 'model__metric': 'minkowski', 'model__leaf_size': 240, 'model__algorithm': 'brute', 'model': KNeighborsRegressor()}",-2293.051499347331,-2335.26427333055,-2378.0267795648138,-2335.4475174142317,34.691254861569696,152,-702.8319528059575,-708.1268917295068,-78.67927720530342,-496.5460405802559,295.48432902005135
30,0,10000,0.5045583248138428,0.21923604064349675,1.2792523701985676,0.11817137578988758,distance,2,1755,minkowski,870,auto,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 2, 'model__n_neighbors': 1755, 'model__metric': 'minkowski', 'model__leaf_size': 870, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2596.7177334977664,-2716.013145417749,-2994.4424635345167,-2769.0577808166777,166.64641256095777,250,-716.5840915507262,-732.1709772097271,-110.32594110711163,-519.693669955855,289.53663074899566
31,0,10000,0.37171339988708496,0.007153647437742985,0.8867186705271403,0.05261505651504058,distance,2,1155,euclidean,90,kd_tree,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 2, 'model__n_neighbors': 1155, 'model__metric': 'euclidean', 'model__leaf_size': 90, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-2474.745715314161,-2574.279725619973,-2765.0631804301456,-2604.6962071214266,120.45726599929941,218,-708.209176457577,-719.9051585368345,-100.43685117127987,-509.5170620552304,289.3027977763583
32,0,10000,0.37210845947265625,0.006355463990860869,0.9103764692942301,0.014480036905153572,distance,4,55,minkowski,750,auto,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 4, 'model__n_neighbors': 55, 'model__metric': 'minkowski', 'model__leaf_size': 750, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2108.8130500811567,-2102.940872937803,-2113.0323161975784,-2108.262079738846,4.138194695346995,69,-672.5126992156191,-660.7152811788411,-59.616116226561665,-464.28136554034063,286.1820723126227
33,0,10000,0.3314419587453206,0.02471415086948935,0.8563373883565267,0.01074920122721825,distance,3,755,manhattan,570,ball_tree,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 3, 'model__n_neighbors': 755, 'model__metric': 'manhattan', 'model__leaf_size': 570, 'model__algorithm': 'ball_tree', 'model': KNeighborsRegressor()}",-2343.9404569809767,-2460.119571118303,-2498.882963236184,-2434.3143304451546,65.83427625895483,177,-697.9449830162685,-696.5940823631018,-100.33001729633641,-498.2896942252355,281.40052662727203
34,0,10000,0.3643631935119629,0.029981955075949942,0.5437041918436686,0.031143634788046444,distance,3,355,chebyshev,870,auto,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 3, 'model__n_neighbors': 355, 'model__metric': 'chebyshev', 'model__leaf_size': 870, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2362.332770221866,-2389.38411176932,-2461.4228356538056,-2404.379905881664,41.81997646756361,169,-715.2367998118906,-716.563267190671,-80.90735251805823,-504.2358065068733,299.33891031888584
35,0,10000,0.38639481862386066,0.04221431894381464,0.8368657430013021,0.006692516343756344,uniform,4,1055,euclidean,30,auto,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 4, 'model__n_neighbors': 1055, 'model__metric': 'euclidean', 'model__leaf_size': 30, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-3374.466291273677,-3431.952809404164,-3084.547808998909,-3296.98896989225,152.04080608611721,295,-3446.912434181807,-3340.9491885681464,-3255.119368429734,-3347.6603303932293,78.44286492342485
36,0,10000,0.38119077682495117,0.05516750879067729,0.5529760519663492,0.030578558192716192,distance,3,755,chebyshev,570,brute,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 3, 'model__n_neighbors': 755, 'model__metric': 'chebyshev', 'model__leaf_size': 570, 'model__algorithm': 'brute', 'model': KNeighborsRegressor()}",-2531.200435082549,-2577.1880089497163,-2788.9916266378395,-2632.460023556702,112.26552248994409,223,-723.2211492980537,-736.4201097242752,-95.45043598681994,-518.3638983363829,299.09352006404805
37,0,10000,0.3919943968454997,0.0057967144297150636,1.2137396335601807,0.03353971667618568,uniform,2,1905,minkowski,660,auto,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 1905, 'model__metric': 'minkowski', 'model__leaf_size': 660, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-3757.4596281675413,-3882.9764207916855,-3494.102165334644,-3711.512738097957,162.04759418067476,337,-3862.1718116693564,-3780.360239173524,-3687.224644984183,-3776.5855652756877,71.47173756140114
38,0,10000,0.3451550801595052,0.03738233906709642,1.1004295349121094,0.01819594864861416,distance,2,1455,chebyshev,600,ball_tree,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 2, 'model__n_neighbors': 1455, 'model__metric': 'chebyshev', 'model__leaf_size': 600, 'model__algorithm': 'ball_tree', 'model': KNeighborsRegressor()}",-2693.211226656936,-2785.5713270348097,-3223.622378934347,-2900.801644208698,231.36193451251347,264,-733.3311168575495,-751.502779990602,-106.39704857837327,-530.4103151421749,299.91442112913296
39,0,10000,0.34895849227905273,0.02815486342610451,1.2555578549702961,0.05551325935120117,uniform,4,1505,manhattan,360,ball_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 4, 'model__n_neighbors': 1505, 'model__metric': 'manhattan', 'model__leaf_size': 360, 'model__algorithm': 'ball_tree', 'model': KNeighborsRegressor()}",-3557.29292098645,-3690.393712328044,-3282.646847940608,-3510.1111604183675,169.77232843266776,308,-3693.580719334392,-3586.5555611707355,-3445.1145920239865,-3575.0836241763714,101.75971078627558
40,0,10000,0.4411187966664632,0.07219353890987348,1.2083760102589924,0.024405629237959577,distance,2,1505,euclidean,600,ball_tree,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 2, 'model__n_neighbors': 1505, 'model__metric': 'euclidean', 'model__leaf_size': 600, 'model__algorithm': 'ball_tree', 'model': KNeighborsRegressor()}",-2550.033789250535,-2659.744435845829,-2903.6036847515147,-2704.460636615959,147.7668697862265,236,-713.5541698633631,-727.6192638615555,-106.59260645694374,-515.9220133939541,289.4965506470938
41,0,10000,0.3633548418680827,0.040327737629919494,0.913694699605306,0.023064667041307184,distance,4,1155,chebyshev,750,kd_tree,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 4, 'model__n_neighbors': 1155, 'model__metric': 'chebyshev', 'model__leaf_size': 750, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-2618.8013379832664,-2699.3359689462,-3061.328192290708,-2793.1551664067247,192.4561171711838,256,-728.5133030721468,-745.6189083775093,-105.41019336599912,-526.5141349385517,297.8473296161089
42,0,10000,0.38411108652750653,0.05752266555335765,0.6850248972574869,0.08930672805067293,uniform,1,355,cosine,600,auto,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 355, 'model__metric': 'cosine', 'model__leaf_size': 600, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-3008.958966882604,-3034.8993555693596,-2679.270560295466,-2907.7096275824765,161.8775906634896,267,-3027.807100991789,-2931.9386240032454,-2804.2371170919905,-2921.3276140290086,91.57994531098336
43,0,10000,0.35865338643391925,0.04468334594016054,0.912003755569458,0.023512645358607923,uniform,2,1205,minkowski,270,kd_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 1205, 'model__metric': 'minkowski', 'model__leaf_size': 270, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-3449.280143616021,-3516.8848064059516,-3153.4276692399535,-3373.1975397539754,157.8326003440513,300,-3530.1605781739995,-3424.96992977306,-3326.353689186346,-3427.161399044469,83.21824280321425
44,0,10000,0.34630727767944336,0.019858196812888227,2.7364986737569175,0.047387816154566116,uniform,3,1805,minkowski,630,ball_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 3, 'model__n_neighbors': 1805, 'model__metric': 'minkowski', 'model__leaf_size': 630, 'model__algorithm': 'ball_tree', 'model': KNeighborsRegressor()}",-3801.2041758192436,-3894.868633733179,-3537.8439784144625,-3744.638929322295,151.14313626450814,341,-3883.7300873577665,-3797.5823515869592,-3737.5542124295525,-3806.2888837914265,59.99277389834977
45,0,10000,0.38150469462076825,0.03505469885791499,0.41548315684000653,0.013799076833215313,uniform,2,305,euclidean,120,kd_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 305, 'model__metric': 'euclidean', 'model__leaf_size': 120, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-2783.0095301333413,-2796.686560131423,-2520.9586853767346,-2700.218258547166,126.8785803234103,235,-2816.8304014007954,-2735.7649820719776,-2662.2992435309106,-2738.298209001228,63.11250598287749
46,0,10000,0.3221461772918701,0.00846001797789963,0.23833258946736655,0.006064443026962026,uniform,4,5,chebyshev,990,kd_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 4, 'model__n_neighbors': 5, 'model__metric': 'chebyshev', 'model__leaf_size': 990, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-2261.0023402340234,-2242.3087308730874,-2150.667386738674,-2217.9928192819284,48.21409308550792,101,-1816.0787278727873,-1853.0820582058207,-1795.2212721272126,-1821.460686068607,23.926160674385578
47,0,10000,0.3619233767191569,0.04143896391596474,1.0712367693583171,0.006420494545293158,distance,1,1705,minkowski,60,auto,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 1705, 'model__metric': 'minkowski', 'model__leaf_size': 60, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2562.5379856411205,-2700.880552325363,-2905.219772760857,-2722.8794369091133,140.76141753120407,239,-713.9574767436948,-717.7181599216528,-117.86048542516875,-516.5120406968388,281.89339897070107
48,0,10000,0.3984666665395101,0.04335877929105571,0.6994677384694418,0.017485216734389953,distance,2,1605,minkowski,90,brute,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 2, 'model__n_neighbors': 1605, 'model__metric': 'minkowski', 'model__leaf_size': 90, 'model__algorithm': 'brute', 'model': KNeighborsRegressor()}",-2569.573797567172,-2683.6584160371926,-2940.1647585298188,-2731.1323240447273,154.97256540634422,242,-717.7352393663933,-736.3915476550424,-108.13774229246575,-520.7548431046338,291.8637448898823
49,0,10000,0.39450979232788086,0.04356860014780788,0.8206543922424316,0.0015313415794655358,uniform,1,955,minkowski,210,kd_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 955, 'model__metric': 'minkowski', 'model__leaf_size': 210, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-3271.7485651182915,-3386.4747747026017,-2979.17653576876,-3212.4666251965514,171.48124321203147,288,-3389.168443598286,-3278.7169559364315,-3127.876261814663,-3265.25388711646,107.09603706284672
50,0,10000,0.3881290753682454,0.0035164833573909354,1.0582153797149658,0.03087475551978662,distance,1,1955,cosine,690,brute,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 1955, 'model__metric': 'cosine', 'model__leaf_size': 690, 'model__algorithm': 'brute', 'model': KNeighborsRegressor()}",-2441.559843768813,-2509.4759479334293,-2583.055931050185,-2511.3639075841425,57.78095979770748,198,-694.9691097157103,-700.2519873232743,-85.0941245261431,-493.43840718837595,288.75106589835497
