,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__weights,param_model__p,param_model__n_neighbors,param_model__metric,param_model__leaf_size,param_model__algorithm,param_model,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
88,0,10000,0.3431859811147054,0.011155232650901523,0.5345493952433268,0.032702187035164886,uniform,1,155,manhattan,180,ball_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 155, 'model__metric': 'manhattan', 'model__leaf_size': 180, 'model__algorithm': 'ball_tree', 'model': KNeighborsRegressor()}",-2533.2444063761213,-2559.412692236966,-2334.2171346166874,-2475.624744409925,100.55936514252367,185,-2586.3325193809706,-2494.205045343244,-2406.126164551939,-2495.5545764253843,73.5751248987408
89,0,10000,0.3427592913309733,0.027318653943475244,2.0006156762441,0.039917845460363484,uniform,4,805,minkowski,960,kd_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 4, 'model__n_neighbors': 805, 'model__metric': 'minkowski', 'model__leaf_size': 960, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-3372.262520289296,-3369.15286398205,-3077.6265196706004,-3273.013967980649,138.1656221313661,293,-3402.6908308222123,-3310.2885064282827,-3273.999060216581,-3328.992799155692,54.17736846216374
90,0,10000,0.3790592352549235,0.09267565211888104,0.269420067469279,0.033640484072357243,uniform,1,55,euclidean,90,kd_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 55, 'model__metric': 'euclidean', 'model__leaf_size': 90, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-2408.0437280091646,-2360.0810790169926,-2203.65870223386,-2323.927836420006,87.26817825148879,145,-2358.538262008019,-2285.0674358344927,-2247.1360745165425,-2296.9139241196845,46.24475687750931
91,0,10000,0.31489260991414386,0.01831573327643316,0.7987106641133627,0.008245682393096334,distance,4,905,manhattan,690,auto,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 4, 'model__n_neighbors': 905, 'model__metric': 'manhattan', 'model__leaf_size': 690, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2388.037826379236,-2509.211564708006,-2573.398407318054,-2490.2159328017656,76.8559768447108,188,-701.578753044709,-700.9755062020997,-104.1277136363371,-502.22732429438196,281.4990420128796
92,0,10000,0.35233362515767414,0.03886719475273887,0.5288631121317545,0.03457867538042342,distance,4,5,cosine,930,auto,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 4, 'model__n_neighbors': 5, 'model__metric': 'cosine', 'model__leaf_size': 930, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2074.8026866529053,-2083.221800146215,-2133.927342856562,-2097.3172765518943,26.114403230496407,67,-630.1703265291629,-600.8388317533486,-42.02187496619961,-424.3436777495704,270.60740912385836
93,0,10000,0.37911001841227215,0.015771121640500887,0.9165132840474447,0.021601075900707926,distance,4,1305,cosine,750,auto,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 4, 'model__n_neighbors': 1305, 'model__metric': 'cosine', 'model__leaf_size': 750, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2372.1174195844924,-2426.1407093269686,-2480.4074065410796,-2426.2218451508465,44.209239275901695,175,-687.6753966926044,-691.4963587886497,-78.15471436107246,-485.7754899474421,288.235635612092
94,0,10000,0.4443996747334798,0.035065069322201416,0.5476592381795248,0.014309292202297545,uniform,4,355,manhattan,810,brute,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 4, 'model__n_neighbors': 355, 'model__metric': 'manhattan', 'model__leaf_size': 810, 'model__algorithm': 'brute', 'model': KNeighborsRegressor()}",-2797.5817843756213,-2857.09184552258,-2556.572185950989,-2737.0819386163967,129.93123809647346,244,-2867.164738023098,-2777.0519191355756,-2665.650714367211,-2769.955790508628,82.42063541619484
95,0,10000,0.41438062985738117,0.020145385614058535,0.4032096862792969,0.03411508400268441,uniform,2,55,chebyshev,990,auto,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 55, 'model__metric': 'chebyshev', 'model__leaf_size': 990, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2540.528090990918,-2476.1714644191693,-2297.8439080271664,-2438.1811544790844,102.65265348804084,178,-2468.442476065788,-2406.9872432697816,-2339.5851021465783,-2405.004940494049,52.624473688958105
96,0,10000,0.3905176321665446,0.015295854373687806,0.8457604249318441,0.004969292780710309,uniform,1,905,minkowski,930,kd_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 905, 'model__metric': 'minkowski', 'model__leaf_size': 930, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-3239.926105096697,-3352.694672561179,-2950.380616735707,-3181.000464797861,169.4467924200319,287,-3352.664627457221,-3246.3946016148575,-3097.2131570615625,-3232.09079537788,104.77694589451988
97,0,10000,0.3391443093617757,0.01645284834495301,0.6701740423838297,0.0412324083861797,distance,4,405,cosine,510,brute,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 4, 'model__n_neighbors': 405, 'model__metric': 'cosine', 'model__leaf_size': 510, 'model__algorithm': 'brute', 'model': KNeighborsRegressor()}",-2207.1966992305865,-2264.04893269808,-2272.6824649675827,-2247.97603229875,29.04995667208794,115,-674.5890410748733,-669.4424854282219,-63.48382231117832,-469.17178293809116,286.87240230571007
98,0,10000,0.4091494878133138,0.03879616205717021,1.0570283730824788,0.06933568379620797,uniform,2,1405,minkowski,330,kd_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 1405, 'model__metric': 'minkowski', 'model__leaf_size': 330, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-3543.115331960242,-3627.06046960568,-3251.3118121064776,-3473.8292045574667,161.0324791068941,304,-3634.1351605267287,-3533.369395978744,-3430.9059169973934,-3532.8034911676223,82.96895621282256
99,0,10000,0.40856003761291504,0.07150723518863411,0.7772502104441324,0.03921853646167665,uniform,2,605,manhattan,480,ball_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 605, 'model__metric': 'manhattan', 'model__leaf_size': 480, 'model__algorithm': 'ball_tree', 'model': KNeighborsRegressor()}",-3024.703935352213,-3116.8052686260366,-2751.0136778967153,-2964.174293958322,155.34638731455726,271,-3116.2978846644996,-3020.9457892896726,-2883.782014069175,-3007.008562674449,95.43441808896303
100,0,10000,0.3473696708679199,0.011658843956740928,0.4421385924021403,0.0070063109325219225,uniform,1,205,euclidean,870,auto,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 205, 'model__metric': 'euclidean', 'model__leaf_size': 870, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2649.238509216775,-2660.3309404111146,-2428.3458936137517,-2579.305114413881,106.8403022143698,211,-2685.47917499067,-2599.655579460385,-2519.973172195268,-2601.7026422154413,67.58304565382377
101,0,10000,0.36376380920410156,0.028579601883533236,0.8876541455586752,0.019335781354255226,uniform,2,1155,minkowski,300,kd_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 1155, 'model__metric': 'minkowski', 'model__leaf_size': 300, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-3423.990787390427,-3490.1494149414943,-3129.747411884045,-3347.9625380719885,156.64742145505275,299,-3503.282878417712,-3398.667103203827,-3301.0155357094154,-3400.9885057769848,82.59161040524981
102,0,10000,0.36366430918375653,0.02036001346741625,1.150700569152832,0.043225757751416925,uniform,3,1605,euclidean,930,kd_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 3, 'model__n_neighbors': 1605, 'model__metric': 'euclidean', 'model__leaf_size': 930, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-3630.3265418130595,-3736.329538561333,-3346.4387984592854,-3571.0316262778924,164.6017670228614,321,-3725.5256718195183,-3638.1438329814287,-3533.9606466254104,-3632.543383808786,78.3062938832987
103,0,10000,0.3505247433980306,0.026154174388281142,1.0518662134806316,0.031136789583712157,distance,1,1455,manhattan,960,auto,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 1455, 'model__metric': 'manhattan', 'model__leaf_size': 960, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2514.969128488655,-2649.247142136524,-2809.683143727272,-2657.9664714508167,120.47436164950977,230,-711.0090810993062,-713.155087474858,-114.22283787229183,-512.7956688154853,281.8349132741773
104,0,10000,0.3503734270731608,0.08103292073603252,2.4173525969187417,0.02605847445539597,uniform,4,1805,minkowski,630,kd_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 4, 'model__n_neighbors': 1805, 'model__metric': 'minkowski', 'model__leaf_size': 630, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-3873.473059715944,-3954.351273465297,-3609.9299572062473,-3812.5847634624965,147.05338993914148,343,-3956.09101871406,-3860.1422547794946,-3815.9914984296215,-3877.4082573077253,58.48392957876599
105,0,10000,0.3485236167907715,0.07151211975004101,0.9940746625264486,0.03490599722407705,distance,1,1155,manhattan,540,ball_tree,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 1155, 'model__metric': 'manhattan', 'model__leaf_size': 540, 'model__algorithm': 'ball_tree', 'model': KNeighborsRegressor()}",-2451.4378544676115,-2578.174714870809,-2684.110557981856,-2571.241042440092,95.11468025560595,207,-706.4618403832421,-707.1348286341728,-109.26341093350534,-507.6200266503068,281.6807982951672
106,0,10000,0.38155539830525714,0.036941130084650164,0.8628160953521729,0.02195186402157554,uniform,1,1055,chebyshev,390,auto,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 1055, 'model__metric': 'chebyshev', 'model__leaf_size': 390, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-3708.246555271641,-3746.0575935318648,-3463.208632048039,-3639.170926950515,125.37800331820159,328,-3745.8773471659965,-3698.636168545764,-3678.1052682993413,-3707.539594670367,28.375070232444454
107,0,10000,0.386690616607666,0.03062971106862935,0.8999438285827637,0.021577926579693103,distance,2,1755,minkowski,870,brute,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 2, 'model__n_neighbors': 1755, 'model__metric': 'minkowski', 'model__leaf_size': 870, 'model__algorithm': 'brute', 'model': KNeighborsRegressor()}",-2596.2524748192795,-2716.6704920360844,-2994.4409694061546,-2769.1213120871726,166.73698989399284,251,-719.4839284345715,-739.037513339515,-110.32594110711157,-522.949127627066,291.87783541642847
108,0,10000,0.39159003893534344,0.021569877633216397,1.2004465262095134,0.08283338124316075,uniform,4,1605,chebyshev,540,kd_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 4, 'model__n_neighbors': 1605, 'model__metric': 'chebyshev', 'model__leaf_size': 540, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-3997.385545657369,-4074.9244767467403,-3771.538621899573,-3947.9495481012277,128.69520224446268,347,-4070.5931904405393,-3994.1764131553346,-4003.0510480954636,-4022.6068838971128,34.12432170842311
109,0,10000,0.38063398996988934,0.05151068617808185,0.5338049729665121,0.018208431191302905,uniform,1,455,chebyshev,210,kd_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 455, 'model__metric': 'chebyshev', 'model__leaf_size': 210, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-3223.226477812617,-3195.0197986831654,-2896.055525332753,-3104.7672672761782,148.03005912240081,283,-3216.6551366125623,-3152.0884429102252,-3101.524432333343,-3156.7560039520436,47.11764964084815
110,0,10000,0.39420541127522785,0.07150212250652258,2.0631824334462485,0.09650771850357419,distance,4,805,minkowski,720,kd_tree,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 4, 'model__n_neighbors': 805, 'model__metric': 'minkowski', 'model__leaf_size': 720, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-2462.529776200928,-2513.968184866348,-2711.139394724476,-2562.5457852639174,107.14950007939201,204,-713.7637867119511,-726.26018730998,-95.82762551763078,-511.95053317985395,294.28755293411456
111,0,10000,0.33284775416056317,0.024717713217890274,1.1744259198506672,0.009206356572752782,distance,1,1805,euclidean,570,auto,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 1805, 'model__metric': 'euclidean', 'model__leaf_size': 570, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2605.4631706702285,-2725.9009667738696,-3012.9333620083326,-2781.4324998174766,170.92064938426392,252,-717.0762750044096,-732.9038695683339,-111.09056181735818,-520.3569021300339,289.4671324717404
112,0,10000,0.34137805302937824,0.009284485328539217,0.7570209503173828,0.02276573139833887,uniform,1,605,minkowski,240,ball_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 605, 'model__metric': 'minkowski', 'model__leaf_size': 240, 'model__algorithm': 'ball_tree', 'model': KNeighborsRegressor()}",-3024.758285415318,-3116.707480169505,-2751.0125070358276,-2964.1594242068836,155.32196631219412,270,-3116.409457887937,-3020.8806148383437,-2883.7824534519573,-3007.0241753927457,95.47366646985785
113,0,10000,0.35791794459025067,0.03281692803571102,0.8183351357777914,0.03609790367924695,distance,4,1055,cosine,90,auto,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 4, 'model__n_neighbors': 1055, 'model__metric': 'cosine', 'model__leaf_size': 90, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2336.489823032864,-2387.382898832052,-2429.361259922237,-2384.4113272623845,37.97278521669116,168,-684.8565630490571,-687.2239135580785,-74.94272905235881,-482.3410685531648,288.07574971191013
114,0,10000,0.3745115598042806,0.024870389089594797,0.702110767364502,0.01067217899253776,uniform,4,705,cosine,810,auto,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 4, 'model__n_neighbors': 705, 'model__metric': 'cosine', 'model__leaf_size': 810, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-3304.955892610538,-3388.1309786297775,-2990.8532231946597,-3227.9800314783247,171.07769412107393,290,-3346.6379406025703,-3251.4358812476994,-3140.567968924552,-3246.213930258274,84.20870852014762
115,0,10000,0.37458475430806476,0.035214195701805506,0.379730224609375,0.027201650935197073,uniform,4,105,chebyshev,840,kd_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 4, 'model__n_neighbors': 105, 'model__metric': 'chebyshev', 'model__leaf_size': 840, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-2667.3379395082366,-2634.174614604318,-2435.6994070835653,-2579.07065373204,102.2788257781118,209,-2642.4586558655865,-2584.1693397911226,-2528.4691912048347,-2585.0323956205143,46.5400054607838
116,0,10000,0.3675750096638997,0.006813426836330689,1.1919353008270264,0.0025128843280687904,distance,3,1555,manhattan,840,ball_tree,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 3, 'model__n_neighbors': 1555, 'model__metric': 'manhattan', 'model__leaf_size': 840, 'model__algorithm': 'ball_tree', 'model': KNeighborsRegressor()}",-2535.786748840776,-2669.560018502965,-2848.150523646736,-2684.4990969968258,127.95875377751334,233,-712.3979830865254,-715.1246900863023,-115.73844394383649,-514.4203723722213,281.91289289932274
117,0,10000,0.3462694485982259,0.024558763916413623,0.8593682448069254,0.01808835555053072,uniform,3,1005,chebyshev,750,auto,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 3, 'model__n_neighbors': 1005, 'model__metric': 'chebyshev', 'model__leaf_size': 750, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-3684.6917751476644,-3713.512470052975,-3422.6036346918277,-3606.9359599641557,130.87261674094586,327,-3720.53610375963,-3660.7800251666954,-3640.7386720761624,-3674.018267000829,33.8953862245161
118,0,10000,0.37570905685424805,0.04197810380804199,0.6151192982991537,0.022005066087735753,distance,3,505,chebyshev,270,kd_tree,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 3, 'model__n_neighbors': 505, 'model__metric': 'chebyshev', 'model__leaf_size': 270, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-2440.1580561223927,-2464.851962056707,-2594.611280029715,-2499.873766069605,67.74385414229954,193,-716.5539410530173,-724.1310309657224,-86.42359074556795,-509.03618758810256,298.848242792647
119,0,10000,0.3662906487782796,0.025091476815191867,1.0590273539225261,0.06356549216226264,uniform,2,1355,euclidean,600,kd_tree,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 1355, 'model__metric': 'euclidean', 'model__leaf_size': 600, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-3521.288570849705,-3599.572738233233,-3226.997627216596,-3449.2863120998445,160.39804089841883,302,-3609.209823048726,-3505.9029657578303,-3405.064305840178,-3506.725698215578,83.34408883501843
120,0,10000,0.36005139350891113,0.040020294086951264,1.0456820329030354,0.08120808120437521,uniform,2,1405,minkowski,450,auto,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 1405, 'model__metric': 'minkowski', 'model__leaf_size': 450, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-3543.1003234131244,-3627.0395208915907,-3251.3155645101883,-3473.818469604968,161.02195357578745,303,-3634.1370514631535,-3533.3338402879435,-3430.9046033784866,-3532.791831709861,82.97018467938042
121,0,10000,0.4193073908487956,0.08090651000576915,0.9729789098103842,0.05119763489940847,uniform,3,1805,cosine,540,auto,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 3, 'model__n_neighbors': 1805, 'model__metric': 'cosine', 'model__leaf_size': 540, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-3977.7646518114416,-4027.104710138604,-3666.4309444794894,-3890.433435476512,159.66934023910204,345,-4044.5127441275986,-3921.8438105306377,-3842.180455247741,-3936.179003301992,83.22143992459497
122,0,10000,0.35631394386291504,0.018929216331036045,0.8635849952697754,0.1106706014789795,uniform,4,1855,euclidean,60,brute,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 4, 'model__n_neighbors': 1855, 'model__metric': 'euclidean', 'model__leaf_size': 60, 'model__algorithm': 'brute', 'model': KNeighborsRegressor()}",-3734.2686222800176,-3860.7135410576097,-3469.659718262932,-3688.2139605335196,162.93464330219655,334,-3837.559799214423,-3758.8310543183698,-3662.4420650959973,-3752.9443062095966,71.6125945774206
123,0,10000,0.4640617370605469,0.04829450453335153,0.8535155455271403,0.04712081701776826,uniform,2,1605,euclidean,420,brute,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 1605, 'model__metric': 'euclidean', 'model__leaf_size': 420, 'model__algorithm': 'brute', 'model': KNeighborsRegressor()}",-3630.287189279675,-3736.340208974168,-3346.4389898802965,-3571.0221293780464,164.60052785775935,320,-3725.445239757621,-3638.2289610269436,-3533.9571571175816,-3632.543785967382,78.2779762976494
124,0,10000,0.4542097250620524,0.02168963409279314,0.5621112187703451,0.027256800106711918,uniform,1,405,manhattan,900,brute,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 405, 'model__metric': 'manhattan', 'model__leaf_size': 900, 'model__algorithm': 'brute', 'model': KNeighborsRegressor()}",-2849.5940534794217,-2911.3838309756898,-2601.3571942379417,-2787.445026231018,133.98011062012662,254,-2924.194210161757,-2828.831109777644,-2717.6444722250008,-2823.5565973881335,84.40601843133378
125,0,10000,0.4259347120920817,0.03924395392548781,0.955091635386149,0.028327487910699424,uniform,4,1505,cosine,270,auto,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 4, 'model__n_neighbors': 1505, 'model__metric': 'cosine', 'model__leaf_size': 270, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-3830.527548834618,-3869.6874987166493,-3528.2162245460427,-3742.810424032437,152.5808600023727,340,-3880.982944540301,-3761.4246517010506,-3704.1957498407646,-3782.2011153607054,73.6531245505293
126,0,10000,0.40562136967976886,0.04181478046073428,0.4421846071879069,0.02538780742746096,uniform,4,355,chebyshev,30,brute,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 4, 'model__n_neighbors': 355, 'model__metric': 'chebyshev', 'model__leaf_size': 30, 'model__algorithm': 'brute', 'model': KNeighborsRegressor()}",-3061.8645402568427,-3068.775694189137,-2774.122877921595,-2968.2543707891914,137.30068804008297,273,-3073.1344134413443,-3021.43794703414,-2969.9411721453835,-3021.5045108736226,42.12849063955134
127,0,10000,0.394237756729126,0.029564914948209984,1.1996461550394695,0.044159146404725,distance,3,1655,chebyshev,510,auto,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 3, 'model__n_neighbors': 1655, 'model__metric': 'chebyshev', 'model__leaf_size': 510, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2730.54472596619,-2832.4304022035103,-3295.487716281495,-2952.8209481503986,245.84623682516417,269,-736.202420525447,-755.7973006481014,-111.94230020405291,-534.6473404592006,299.0046299804121
128,0,10000,0.4154667854309082,0.0529079239537037,0.6055875619252523,0.012648076040820798,uniform,4,605,euclidean,150,auto,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 4, 'model__n_neighbors': 605, 'model__metric': 'euclidean', 'model__leaf_size': 150, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-3070.0033033055374,-3100.4943661308275,-2806.3506091104978,-2992.282759515621,132.06185329548913,276,-3111.9047444413864,-3021.3262322926507,-2967.721345522982,-3033.6507740856737,59.50425126953473
129,0,10000,0.3913116455078125,0.029103375049673613,0.505094051361084,0.031159818611738964,uniform,2,155,manhattan,720,auto,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 155, 'model__metric': 'manhattan', 'model__leaf_size': 720, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2532.658954927751,-2559.3287670702557,-2334.195801515635,-2475.3945078378806,100.43447522385235,184,-2585.6418135361923,-2494.034465704635,-2406.123767215431,-2495.266682152086,73.29311475955417
130,0,10000,0.35915223757425946,0.012943993143058379,0.7995628515879313,0.0045845917110710396,uniform,1,855,minkowski,660,auto,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 855, 'model__metric': 'minkowski', 'model__leaf_size': 660, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-3207.2671737349174,-3320.154509836949,-2918.722213624872,-3148.7146323989127,169.0330779920576,286,-3317.8483274643254,-3211.2014840080496,-3065.459223641662,-3198.1696783713455,103.44865361043102
131,0,10000,0.3198417027791341,0.026212025459422153,0.6288942495981852,0.03474262283210561,uniform,4,455,manhattan,900,auto,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 4, 'model__n_neighbors': 455, 'model__metric': 'manhattan', 'model__leaf_size': 900, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2896.369176697889,-2967.462970692674,-2640.9043148270866,-2834.91215407255,140.22092842526126,261,-2975.8988186730758,-2880.927994447796,-2762.156231227518,-2872.99434811613,87.44019091191198
132,0,10000,0.4168707529703776,0.03258078126200458,0.9548308054606119,0.033087632544132536,distance,1,1055,minkowski,720,auto,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 1055, 'model__metric': 'minkowski', 'model__leaf_size': 720, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2428.0570378491793,-2552.2896456401363,-2641.3986795334454,-2540.5817876742535,87.48893062457064,202,-704.712928915362,-705.1008584950026,-107.35196100848665,-505.721916139617,281.69014121397515
133,0,10000,0.3529649575551351,0.014640285398932718,0.6089396476745605,0.0843088521195387,distance,2,355,manhattan,570,kd_tree,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 2, 'model__n_neighbors': 355, 'model__metric': 'manhattan', 'model__leaf_size': 570, 'model__algorithm': 'kd_tree', 'model': KNeighborsRegressor()}",-2191.5444603892215,-2278.266650888729,-2276.61513022128,-2248.8087471664103,40.497578406647484,117,-684.3380180871974,-677.7918879879946,-84.62088949310555,-482.2502651894326,281.17912827627276
134,0,10000,0.4456339677174886,0.049680618816750274,1.7966853777567546,0.04895814020578007,uniform,3,1655,minkowski,840,brute,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 3, 'model__n_neighbors': 1655, 'model__metric': 'minkowski', 'model__leaf_size': 840, 'model__algorithm': 'brute', 'model': KNeighborsRegressor()}",-3743.6252037892614,-3823.0700293594314,-3466.46822754783,-3677.721153565508,152.8588000754105,332,-3822.1225101362097,-3728.765064542708,-3664.3037241790644,-3738.3970996193275,64.78824160311157
135,0,10000,0.47108928362528485,0.05453960883920759,0.7946627934773763,0.025456063516142997,distance,4,555,euclidean,210,ball_tree,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 4, 'model__n_neighbors': 555, 'model__metric': 'euclidean', 'model__leaf_size': 210, 'model__algorithm': 'ball_tree', 'model': KNeighborsRegressor()}",-2310.8765035673364,-2379.614558033776,-2456.8384972328417,-2382.443186277985,59.6222931014354,165,-699.1048813835812,-702.920430990682,-84.78115608162857,-495.6021561519639,290.49849130852516
136,0,10000,0.40121157964070636,0.04986715181517346,0.9027620951334635,0.003633584011170913,uniform,1,1105,chebyshev,720,auto,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 1105, 'model__metric': 'chebyshev', 'model__leaf_size': 720, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-3746.006524091323,-3791.1468349549887,-3496.462829540873,-3677.8720628623946,129.59268077825973,333,-3785.8443269213803,-3730.211503910572,-3711.019627799884,-3742.358486210612,31.731643343343496
137,0,10000,0.36994727452596027,0.02217371819596158,0.8656033674875895,0.015808351046337293,distance,2,1105,euclidean,450,auto,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 2, 'model__n_neighbors': 1105, 'model__metric': 'euclidean', 'model__leaf_size': 450, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2463.271852351089,-2560.992352905572,-2744.604258723159,-2589.6228213266063,116.6240641556759,217,-707.5233526651317,-718.6806703775285,-99.39269444911105,-508.53223916392375,289.34120195335356
138,0,10000,0.42128531138102215,0.12116394515843024,0.533471425374349,0.19445160799952424,uniform,3,355,euclidean,930,brute,KNeighborsRegressor(),"{'model__weights': 'uniform', 'model__p': 3, 'model__n_neighbors': 355, 'model__metric': 'euclidean', 'model__leaf_size': 930, 'model__algorithm': 'brute', 'model': KNeighborsRegressor()}",-2842.5902215573665,-2856.8650262209317,-2567.2461040470243,-2755.5671172751076,133.29052361785924,248,-2878.2689236529286,-2794.05714261567,-2723.220909978322,-2798.515658748974,63.376548821013344
139,0,10000,0.6013486385345459,0.032868207061434014,1.3931725819905598,0.027568458895640947,distance,4,1755,manhattan,510,auto,KNeighborsRegressor(),"{'model__weights': 'distance', 'model__p': 4, 'model__n_neighbors': 1755, 'model__metric': 'manhattan', 'model__leaf_size': 510, 'model__algorithm': 'auto', 'model': KNeighborsRegressor()}",-2571.200950917768,-2710.839111938489,-2924.0820459226547,-2735.374036259637,145.10395971290228,243,-714.4381018475791,-718.595156254474,-118.49327069424926,-517.1755095987675,281.91602294391964
