,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__min_impurity_decrease,param_model__max_samples,param_model__max_features,param_model__max_depth,param_model__criterion,param_model__bootstrap,param_model,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
236,1,30000,4.537501732508342,0.015308713979544617,0.4523293177286784,0.0012547493973587528,700,42,25,0.001,,1.0,80,squared_error,True,ExtraTreesRegressor(),"{'model__n_estimators': 700, 'model__min_samples_split': 42, 'model__min_samples_leaf': 25, 'model__min_impurity_decrease': 0.001, 'model__max_samples': None, 'model__max_features': 1.0, 'model__max_depth': 80, 'model__criterion': 'squared_error', 'model__bootstrap': True, 'model': ExtraTreesRegressor()}",-1932.5074111113815,-1910.4225922272256,-1985.1724793409826,-1942.700827559863,31.3561871624404,40,-1871.7110609508024,-1872.150061961183,-1871.2864241797156,-1871.7158490305671,0.35259490322968623
237,1,30000,656.4652465979258,2.0607582934107316,0.3249673048655192,0.0002311902506516533,500,72,13,0.001,,0.8,40,absolute_error,True,ExtraTreesRegressor(),"{'model__n_estimators': 500, 'model__min_samples_split': 72, 'model__min_samples_leaf': 13, 'model__min_impurity_decrease': 0.001, 'model__max_samples': None, 'model__max_features': 0.8, 'model__max_depth': 40, 'model__criterion': 'absolute_error', 'model__bootstrap': True, 'model': ExtraTreesRegressor()}",-1900.4394248999997,-1883.716297329733,-1965.6294889488947,-1916.5950703928756,35.338330476297216,32,-1844.5698552927645,-1850.3328941,-1843.6018724,-1846.168207264255,2.971274704010923
238,1,30000,0.8058340549468994,0.005811671549603198,0.1045990784962972,0.00039749901395315384,150,62,1,0.0,0.5,1.0,40,squared_error,True,ExtraTreesRegressor(),"{'model__n_estimators': 150, 'model__min_samples_split': 62, 'model__min_samples_leaf': 1, 'model__min_impurity_decrease': 0.0, 'model__max_samples': 0.5, 'model__max_features': 1.0, 'model__max_depth': 40, 'model__criterion': 'squared_error', 'model__bootstrap': True, 'model': ExtraTreesRegressor()}",-1904.6214198220014,-1884.1195818515118,-1950.6236511105494,-1913.121550928021,27.807516713020323,31,-1830.919991272313,-1833.6532734345399,-1828.6381924667285,-1831.070485724527,2.050161898247138
239,1,30000,824.0885172684988,4.2041872493304195,0.3841713269551595,0.0014317132661166097,600,72,13,0.0,0.9,1.0,40,absolute_error,True,ExtraTreesRegressor(),"{'model__n_estimators': 600, 'model__min_samples_split': 72, 'model__min_samples_leaf': 13, 'model__min_impurity_decrease': 0.0, 'model__max_samples': 0.9, 'model__max_features': 1.0, 'model__max_depth': 40, 'model__criterion': 'absolute_error', 'model__bootstrap': True, 'model': ExtraTreesRegressor()}",-1890.5781769166667,-1874.8717537587095,-1954.8654771310464,-1906.771802602141,34.606589732529535,29,-1833.7986697251529,-1836.712059166667,-1830.7131302916669,-1833.7412863944955,2.449388569528503
240,1,30000,0.7015049457550049,0.006158265209707802,0.1522669792175293,0.000662685659367076,200,2,5,0.0,0.5,log2,80,squared_error,True,ExtraTreesRegressor(),"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__min_samples_leaf': 5, 'model__min_impurity_decrease': 0.0, 'model__max_samples': 0.5, 'model__max_features': 'log2', 'model__max_depth': 80, 'model__criterion': 'squared_error', 'model__bootstrap': True, 'model': ExtraTreesRegressor()}",-1916.3844485179022,-1898.9029196033293,-1965.2713443418775,-1926.8529041543698,28.08775976742179,34,-1828.1810079807885,-1825.9160384785064,-1828.725042671861,-1827.6073630437186,1.2163956387460064
241,1,30000,2.4882329305013022,0.025959375409369594,0.20956865946451822,0.00012587392120781766,300,62,29,0.001,,0.8,20,squared_error,False,ExtraTreesRegressor(),"{'model__n_estimators': 300, 'model__min_samples_split': 62, 'model__min_samples_leaf': 29, 'model__min_impurity_decrease': 0.001, 'model__max_samples': None, 'model__max_features': 0.8, 'model__max_depth': 20, 'model__criterion': 'squared_error', 'model__bootstrap': False, 'model': ExtraTreesRegressor()}",-1910.9549694627763,-1889.9508883788255,-1961.5101992759412,-1920.805352372514,30.03282955499264,33,-1837.778101224254,-1842.5164258564926,-1838.130040264109,-1839.4748557816185,2.155508704416103
242,1,30000,1.4702073733011882,0.007092509366273729,0.1410533587137858,0.0006549625345383485,200,82,1,0.001,,1.0,20,squared_error,True,ExtraTreesRegressor(),"{'model__n_estimators': 200, 'model__min_samples_split': 82, 'model__min_samples_leaf': 1, 'model__min_impurity_decrease': 0.001, 'model__max_samples': None, 'model__max_features': 1.0, 'model__max_depth': 20, 'model__criterion': 'squared_error', 'model__bootstrap': True, 'model': ExtraTreesRegressor()}",-1873.2799278982445,-1862.4540577387065,-1920.2832856887933,-1885.3390904419148,25.101426948373124,27,-1788.1401489030497,-1797.1461273177274,-1784.3246126781908,-1789.8702962996558,5.37542971450969
243,1,30000,4.84710168838501,0.01698965669417772,0.420995553334554,0.0016785765350717625,600,22,25,0.001,,0.8,20,squared_error,False,ExtraTreesRegressor(),"{'model__n_estimators': 600, 'model__min_samples_split': 22, 'model__min_samples_leaf': 25, 'model__min_impurity_decrease': 0.001, 'model__max_samples': None, 'model__max_features': 0.8, 'model__max_depth': 20, 'model__criterion': 'squared_error', 'model__bootstrap': False, 'model': ExtraTreesRegressor()}",-1877.5879012277094,-1857.2015081558573,-1931.2950882678829,-1888.694832550483,31.251534319783403,28,-1797.7122675713056,-1802.1801107216536,-1800.2918473661657,-1800.0614085530415,1.8312531481608345
244,1,30000,1029.7539788087208,3.85906854637325,0.5109395186106364,0.00035894481694684414,750,12,17,0.001,0.9,1.0,60,absolute_error,True,ExtraTreesRegressor(),"{'model__n_estimators': 750, 'model__min_samples_split': 12, 'model__min_samples_leaf': 17, 'model__min_impurity_decrease': 0.001, 'model__max_samples': 0.9, 'model__max_features': 1.0, 'model__max_depth': 60, 'model__criterion': 'absolute_error', 'model__bootstrap': True, 'model': ExtraTreesRegressor()}",-1854.3159410666667,-1841.8639889322267,-1920.4826937360403,-1872.2208745783112,34.50280345420845,25,-1786.4222804473557,-1787.0651956333331,-1782.097398533333,-1785.1949582046739,2.2059755094180455
245,1,30000,1767.0166126092274,9.600520634907577,0.3180410861968994,0.0008487460538396448,450,32,25,0.01,,1.0,40,absolute_error,False,ExtraTreesRegressor(),"{'model__n_estimators': 450, 'model__min_samples_split': 32, 'model__min_samples_leaf': 25, 'model__min_impurity_decrease': 0.01, 'model__max_samples': None, 'model__max_features': 1.0, 'model__max_depth': 40, 'model__criterion': 'absolute_error', 'model__bootstrap': False, 'model': ExtraTreesRegressor()}",-1836.6532918888888,-1824.7987244279982,-1900.638457512418,-1854.0301579431016,33.31048767759237,22,-1758.025176258813,-1761.5905776666668,-1752.6001294444445,-1757.4052944566417,3.6964153712854158
246,1,30000,4.931914567947388,0.021445283705320187,0.3578007221221924,0.0006790423432830936,500,32,25,0.01,,1.0,60,squared_error,False,ExtraTreesRegressor(),"{'model__n_estimators': 500, 'model__min_samples_split': 32, 'model__min_samples_leaf': 25, 'model__min_impurity_decrease': 0.01, 'model__max_samples': None, 'model__max_features': 1.0, 'model__max_depth': 60, 'model__criterion': 'squared_error', 'model__bootstrap': False, 'model': ExtraTreesRegressor()}",-1855.4911810755752,-1838.431445075557,-1897.532376589227,-1863.8183342467864,24.83594352812724,24,-1765.5734584391403,-1770.258862530984,-1760.9075430712726,-1765.5799546804656,3.817662946555842
247,1,30000,495.0880041917165,1.2658043207909515,0.35311373074849445,0.0012913890977546457,500,12,13,0.01,0.7,1.0,80,absolute_error,True,ExtraTreesRegressor(),"{'model__n_estimators': 500, 'model__min_samples_split': 12, 'model__min_samples_leaf': 13, 'model__min_impurity_decrease': 0.01, 'model__max_samples': 0.7, 'model__max_features': 1.0, 'model__max_depth': 80, 'model__criterion': 'absolute_error', 'model__bootstrap': True, 'model': ExtraTreesRegressor()}",-1835.4813386,-1821.5919689968998,-1894.2183481348136,-1850.4305519105712,31.477579011361044,21,-1757.1854415220762,-1757.4408377999998,-1751.7577470999997,-1755.4613421406918,2.620911925745708
248,1,30000,3.640321652094523,0.0026464551943645234,0.38398019472757977,0.0015465616320984605,550,42,13,0.001,0.9,1.0,60,squared_error,True,ExtraTreesRegressor(),"{'model__n_estimators': 550, 'model__min_samples_split': 42, 'model__min_samples_leaf': 13, 'model__min_impurity_decrease': 0.001, 'model__max_samples': 0.9, 'model__max_features': 1.0, 'model__max_depth': 60, 'model__criterion': 'squared_error', 'model__bootstrap': True, 'model': ExtraTreesRegressor()}",-1845.6079461713787,-1827.8043438239981,-1891.383678836826,-1854.9319896107343,26.780419460401692,23,-1755.4192658816792,-1764.7569425151326,-1754.3628174681385,-1758.1796752883165,4.670785368816631
249,1,30000,882.2441523075104,1.955120074812134,0.5210515658060709,0.0027246956749048265,750,52,5,0.001,0.9,0.8,80,absolute_error,True,ExtraTreesRegressor(),"{'model__n_estimators': 750, 'model__min_samples_split': 52, 'model__min_samples_leaf': 5, 'model__min_impurity_decrease': 0.001, 'model__max_samples': 0.9, 'model__max_features': 0.8, 'model__max_depth': 80, 'model__criterion': 'absolute_error', 'model__bootstrap': True, 'model': ExtraTreesRegressor()}",-1810.1205412666668,-1794.7190267026704,-1867.4617016368302,-1824.1004232020557,31.299116210523394,17,-1726.7267027018017,-1731.5806753,-1723.5164560000003,-1727.2746113339338,3.3149219328661403
250,1,30000,1459.055604616801,5.592520168193131,0.5402662754058838,0.003440601825728705,700,32,5,0.0,,sqrt,20,absolute_error,False,ExtraTreesRegressor(),"{'model__n_estimators': 700, 'model__min_samples_split': 32, 'model__min_samples_leaf': 5, 'model__min_impurity_decrease': 0.0, 'model__max_samples': None, 'model__max_features': 'sqrt', 'model__max_depth': 20, 'model__criterion': 'absolute_error', 'model__bootstrap': False, 'model': ExtraTreesRegressor()}",-1814.0573993571431,-1802.3632576829111,-1873.9599157058565,-1830.1268575819704,31.360176187252133,18,-1704.8334976034516,-1703.3771689285713,-1700.88772,-1703.0327955106743,1.6291582718673674
251,1,30000,1.4800771077473958,0.01662167294339353,0.21974992752075195,0.023591083661873926,250,32,5,0.01,,log2,20,squared_error,False,ExtraTreesRegressor(),"{'model__n_estimators': 250, 'model__min_samples_split': 32, 'model__min_samples_leaf': 5, 'model__min_impurity_decrease': 0.01, 'model__max_samples': None, 'model__max_features': 'log2', 'model__max_depth': 20, 'model__criterion': 'squared_error', 'model__bootstrap': False, 'model': ExtraTreesRegressor()}",-1826.1833302253672,-1814.5144539788985,-1879.2577207055062,-1839.9851683032573,28.175529540772228,19,-1705.741186334992,-1718.0492558049134,-1707.8612107228346,-1710.5505509542465,5.3725572234781565
252,1,30000,2.4074130853017173,0.021792401511723566,0.426024595896403,0.0011465360218794636,550,12,5,0.0001,,log2,80,squared_error,True,ExtraTreesRegressor(),"{'model__n_estimators': 550, 'model__min_samples_split': 12, 'model__min_samples_leaf': 5, 'model__min_impurity_decrease': 0.0001, 'model__max_samples': None, 'model__max_features': 'log2', 'model__max_depth': 80, 'model__criterion': 'squared_error', 'model__bootstrap': True, 'model': ExtraTreesRegressor()}",-1835.1810291092272,-1821.4862188916434,-1893.5735425659357,-1850.0802635222688,31.258448971988532,20,-1710.8352226250704,-1717.966739849663,-1721.7252826524373,-1716.84241504239,4.5163725528422525
253,1,30000,472.6468466917674,1.0148249753250294,0.42538968722025555,0.0017613276876487258,550,42,1,0.0,0.9,0.5,40,absolute_error,True,ExtraTreesRegressor(),"{'model__n_estimators': 550, 'model__min_samples_split': 42, 'model__min_samples_leaf': 1, 'model__min_impurity_decrease': 0.0, 'model__max_samples': 0.9, 'model__max_features': 0.5, 'model__max_depth': 40, 'model__criterion': 'absolute_error', 'model__bootstrap': True, 'model': ExtraTreesRegressor()}",-1784.5713599999997,-1774.3443035212613,-1845.2061759812345,-1801.3739465008318,31.274019323519845,14,-1677.6591960507117,-1679.2872836363636,-1670.7591963636364,-1675.9018920169037,3.6966792515482036
254,1,30000,1.505995273590088,0.04676787069707899,0.12712534268697104,0.004009396016172368,150,22,17,0.01,,0.8,60,squared_error,False,ExtraTreesRegressor(),"{'model__n_estimators': 150, 'model__min_samples_split': 22, 'model__min_samples_leaf': 17, 'model__min_impurity_decrease': 0.01, 'model__max_samples': None, 'model__max_features': 0.8, 'model__max_depth': 60, 'model__criterion': 'squared_error', 'model__bootstrap': False, 'model': ExtraTreesRegressor()}",-1802.4104446971837,-1791.5016692024258,-1855.3880050335165,-1816.4333729777088,27.90278199572325,16,-1691.7421790147023,-1704.9323825579845,-1698.2416582316375,-1698.3054066014413,5.385066713872925
255,1,30000,3.656432628631592,0.029335915455152337,0.32564735412597656,0.024135866731668506,400,52,9,0.001,,0.8,20,squared_error,False,ExtraTreesRegressor(),"{'model__n_estimators': 400, 'model__min_samples_split': 52, 'model__min_samples_leaf': 9, 'model__min_impurity_decrease': 0.001, 'model__max_samples': None, 'model__max_features': 0.8, 'model__max_depth': 20, 'model__criterion': 'squared_error', 'model__bootstrap': False, 'model': ExtraTreesRegressor()}",-1770.722468966902,-1753.8363895227183,-1815.7364636497891,-1780.0984407131364,26.125803705326245,11,-1646.1802427399641,-1657.935577579456,-1647.41509531155,-1650.5103052103234,5.274606938609562
256,1,30000,837.3935819466909,3.429612410519373,0.32234565416971844,0.0024922477422640137,400,2,5,0.01,,log2,80,absolute_error,False,ExtraTreesRegressor(),"{'model__n_estimators': 400, 'model__min_samples_split': 2, 'model__min_samples_leaf': 5, 'model__min_impurity_decrease': 0.01, 'model__max_samples': None, 'model__max_features': 'log2', 'model__max_depth': 80, 'model__criterion': 'absolute_error', 'model__bootstrap': False, 'model': ExtraTreesRegressor()}",-1783.7991787500002,-1768.3480125512551,-1843.042455370537,-1798.3965488905976,32.19345024780603,12,-1628.3012143107155,-1632.3134072499997,-1630.2711647499998,-1630.2952621035718,1.6380595343978157
257,1,30000,400.33424345652264,2.6434692345043236,0.09003082911173503,0.0009251628150669617,100,42,13,0.001,,1.0,80,absolute_error,False,ExtraTreesRegressor(),"{'model__n_estimators': 100, 'model__min_samples_split': 42, 'model__min_samples_leaf': 13, 'model__min_impurity_decrease': 0.001, 'model__max_samples': None, 'model__max_features': 1.0, 'model__max_depth': 80, 'model__criterion': 'absolute_error', 'model__bootstrap': False, 'model': ExtraTreesRegressor()}",-1742.5437185000003,-1727.0701255125514,-1795.1921592159215,-1754.935334409491,29.158383329750773,7,-1606.927530376519,-1613.768301,-1605.2943970000003,-1608.6634094588399,3.6707600840182173
258,1,30000,1.6399331092834473,0.010856103923868545,0.17044941584269205,0.003953247413737306,200,2,9,0.001,0.9,1.0,20,squared_error,True,ExtraTreesRegressor(),"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__min_samples_leaf': 9, 'model__min_impurity_decrease': 0.001, 'model__max_samples': 0.9, 'model__max_features': 1.0, 'model__max_depth': 20, 'model__criterion': 'squared_error', 'model__bootstrap': True, 'model': ExtraTreesRegressor()}",-1748.4992021518897,-1738.5499884082928,-1792.79505573182,-1759.9480820973342,23.578796565804595,9,-1614.076176902964,-1624.1790570528872,-1611.0030671487066,-1616.4194337015194,5.628488062629759
259,1,30000,7.5392710367838545,0.018232063015741005,0.5416037241617838,0.0011126990460543636,700,62,1,0.01,,1.0,60,squared_error,False,ExtraTreesRegressor(),"{'model__n_estimators': 700, 'model__min_samples_split': 62, 'model__min_samples_leaf': 1, 'model__min_impurity_decrease': 0.01, 'model__max_samples': None, 'model__max_features': 1.0, 'model__max_depth': 60, 'model__criterion': 'squared_error', 'model__bootstrap': False, 'model': ExtraTreesRegressor()}",-1736.8100424483061,-1727.2093875757225,-1774.2951210072495,-1746.1048503437594,20.31521045187961,6,-1579.5265843012755,-1589.6920776598283,-1568.340966028918,-1579.1865426633406,8.719870534419082
260,1,30000,4.421997706095378,0.015174390409291763,0.629744291305542,0.0006126435590232449,750,2,5,0.0,,log2,20,squared_error,False,ExtraTreesRegressor(),"{'model__n_estimators': 750, 'model__min_samples_split': 2, 'model__min_samples_leaf': 5, 'model__min_impurity_decrease': 0.0, 'model__max_samples': None, 'model__max_features': 'log2', 'model__max_depth': 20, 'model__criterion': 'squared_error', 'model__bootstrap': False, 'model': ExtraTreesRegressor()}",-1767.769284175957,-1752.9357380099473,-1810.875484164649,-1777.193502116851,24.57458658812553,10,-1591.0374386500905,-1603.5305145485538,-1593.754341838707,-1596.107431679117,5.364824333810764
261,1,30000,211.97824374834696,0.3505554864886008,0.21344987551371256,0.00220892894543481,250,2,5,0.0001,0.9,0.5,20,absolute_error,True,ExtraTreesRegressor(),"{'model__n_estimators': 250, 'model__min_samples_split': 2, 'model__min_samples_leaf': 5, 'model__min_impurity_decrease': 0.0001, 'model__max_samples': 0.9, 'model__max_features': 0.5, 'model__max_depth': 20, 'model__criterion': 'absolute_error', 'model__bootstrap': True, 'model': ExtraTreesRegressor()}",-1739.0257567999997,-1730.0855357535754,-1803.2555415541553,-1757.4556113692436,32.59045966533592,8,-1603.0551019550976,-1606.2698584999998,-1607.0209349000002,-1605.4486317850326,1.720032504489496
262,1,30000,3.43046236038208,0.010315126126091293,0.5722348690032959,0.002355890125952102,700,2,5,0.001,0.5,0.8,20,squared_error,True,ExtraTreesRegressor(),"{'model__n_estimators': 700, 'model__min_samples_split': 2, 'model__min_samples_leaf': 5, 'model__min_impurity_decrease': 0.001, 'model__max_samples': 0.5, 'model__max_features': 0.8, 'model__max_depth': 20, 'model__criterion': 'squared_error', 'model__bootstrap': True, 'model': ExtraTreesRegressor()}",-1730.0248789726454,-1714.236562738902,-1766.5721081661156,-1736.9445166258877,21.91899279514021,5,-1578.6497710405918,-1590.48042196776,-1575.3206423781608,-1581.4836117955044,6.505265527220249
263,1,30000,2.644496281941732,0.026297949517964228,0.5028353532155355,0.0026319551325405385,450,22,1,0.01,,0.3,40,squared_error,False,ExtraTreesRegressor(),"{'model__n_estimators': 450, 'model__min_samples_split': 22, 'model__min_samples_leaf': 1, 'model__min_impurity_decrease': 0.01, 'model__max_samples': None, 'model__max_features': 0.3, 'model__max_depth': 40, 'model__criterion': 'squared_error', 'model__bootstrap': False, 'model': ExtraTreesRegressor()}",-1691.6615884178798,-1681.1626579602278,-1736.028962803573,-1702.951069727227,23.779082446081258,4,-1441.85119517434,-1454.8848595535583,-1436.8484671019119,-1444.5281739432703,7.602741815267625
264,1,30000,161.5142649014791,0.15337034861285123,0.2903258005777995,0.00018147755848560478,300,12,1,0.01,0.5,0.8,80,absolute_error,True,ExtraTreesRegressor(),"{'model__n_estimators': 300, 'model__min_samples_split': 12, 'model__min_samples_leaf': 1, 'model__min_impurity_decrease': 0.01, 'model__max_samples': 0.5, 'model__max_features': 0.8, 'model__max_depth': 80, 'model__criterion': 'absolute_error', 'model__bootstrap': True, 'model': ExtraTreesRegressor()}",-1617.8365031666667,-1612.002684768477,-1665.859458779211,-1631.899548904785,24.131099826919424,3,-1378.9924872076938,-1384.8413970000001,-1374.940259,-1379.5913810692311,4.064245630438064
265,1,30000,2419.72528664271,6.133994960773252,0.7248127460479736,0.015813828809880585,700,22,1,0.01,,0.8,60,absolute_error,False,ExtraTreesRegressor(),"{'model__n_estimators': 700, 'model__min_samples_split': 22, 'model__min_samples_leaf': 1, 'model__min_impurity_decrease': 0.01, 'model__max_samples': None, 'model__max_features': 0.8, 'model__max_depth': 60, 'model__criterion': 'absolute_error', 'model__bootstrap': False, 'model': ExtraTreesRegressor()}",-1558.671959142857,-1546.019848413413,-1613.8454877630622,-1572.8457651064439,29.44771547355565,2,-1199.6749857492875,-1200.5723315000002,-1192.7488822857144,-1197.6653998450008,3.495751329081101
266,1,30000,656.7253203392029,0.8891242129125677,0.4891854127248128,0.0025097880427442333,450,12,1,0.01,0.9,1.0,60,absolute_error,True,ExtraTreesRegressor(),"{'model__n_estimators': 450, 'model__min_samples_split': 12, 'model__min_samples_leaf': 1, 'model__min_impurity_decrease': 0.01, 'model__max_samples': 0.9, 'model__max_features': 1.0, 'model__max_depth': 60, 'model__criterion': 'absolute_error', 'model__bootstrap': True, 'model': ExtraTreesRegressor()}",-1557.7358192222223,-1543.8838287162048,-1610.9936669222477,-1570.8711049535584,28.929044164912575,1,-1203.2231761032497,-1201.498022,-1195.3824197222223,-1200.0345392751572,3.364094867973673
