,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model,param_model__l2_regularization,param_model__learning_rate,param_model__max_bins,param_model__max_depth,param_model__max_iter,param_model__max_leaf_nodes,param_model__min_samples_leaf,param_q,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
12,3.6088216304779053,0.25406919339217277,0.8829865455627441,0.15500536895644476,HistGradientBoostingRegressor(),1,0.2,150,11,120,52,20,8,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 1), ('model__learning_rate', 0.2), ('model__max_bins', 150), ('model__max_depth', 11), ('model__max_iter', 120), ('model__max_leaf_nodes', 52), ('model__min_samples_leaf', 20), ('q', 8)])",-1431.9183754553164,-1423.4623448526193,-1466.4501261017938,-1438.2461423833813,-1445.6498131810044,-1441.145360394823,14.607210666004585,43
13,3.8212274074554444,0.05456121213285901,0.7444661617279053,0.029473140723579445,HistGradientBoostingRegressor(),9,0.01,150,5,100,78,12,10,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 9), ('model__learning_rate', 0.01), ('model__max_bins', 150), ('model__max_depth', 5), ('model__max_iter', 100), ('model__max_leaf_nodes', 78), ('model__min_samples_leaf', 12), ('q', 10)])",-3370.7737576561603,-3358.197042415427,-3370.095719177175,-3402.56180648093,-3391.9171914940234,-3378.7091034447426,16.13263636883707,60
14,3.389246368408203,0.02187927770512136,0.7197464942932129,0.010434657761074545,HistGradientBoostingRegressor(),7,0.05,200,3,100,58,8,8,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 7), ('model__learning_rate', 0.05), ('model__max_bins', 200), ('model__max_depth', 3), ('model__max_iter', 100), ('model__max_leaf_nodes', 58), ('model__min_samples_leaf', 8), ('q', 8)])",-2025.3233168633208,-2019.8104633083142,-2051.3217703680866,-1998.1319275013502,-2007.2938147130312,-2020.3762585508207,18.156975587600574,57
15,3.5300630569458007,0.050534377242439775,0.7972468852996826,0.02262912036034873,HistGradientBoostingRegressor(),1,0.2,150,5,160,52,20,12,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 1), ('model__learning_rate', 0.2), ('model__max_bins', 150), ('model__max_depth', 5), ('model__max_iter', 160), ('model__max_leaf_nodes', 52), ('model__min_samples_leaf', 20), ('q', 12)])",-1509.465555007969,-1519.2069119976811,-1536.302415224222,-1514.0412546977655,-1526.7955358446334,-1521.1623345544542,9.511078875949888,51
16,3.5485172271728516,0.10971902500895399,0.7521666526794434,0.03193896207115876,HistGradientBoostingRegressor(),3,0.2,150,11,160,62,20,8,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 3), ('model__learning_rate', 0.2), ('model__max_bins', 150), ('model__max_depth', 11), ('model__max_iter', 160), ('model__max_leaf_nodes', 62), ('model__min_samples_leaf', 20), ('q', 8)])",-1419.6537315355565,-1399.2396276601323,-1433.2755085839333,-1421.5735495097624,-1426.2485633862434,-1419.9981961351255,11.391862673710827,36
17,3.8392271995544434,0.05450229641759166,0.8170390129089355,0.023211423807694448,HistGradientBoostingRegressor(),7,0.1,100,9,160,60,10,11,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 7), ('model__learning_rate', 0.1), ('model__max_bins', 100), ('model__max_depth', 9), ('model__max_iter', 160), ('model__max_leaf_nodes', 60), ('model__min_samples_leaf', 10), ('q', 11)])",-1472.186977766492,-1474.5336592387675,-1496.799703652386,-1483.2672065463605,-1504.1351928406527,-1486.1845480089319,12.450648515200802,47
18,3.663694477081299,0.059195936981789384,0.8807638645172119,0.0474138410573757,HistGradientBoostingRegressor(),5,0.1,100,7,140,58,22,7,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 5), ('model__learning_rate', 0.1), ('model__max_bins', 100), ('model__max_depth', 7), ('model__max_iter', 140), ('model__max_leaf_nodes', 58), ('model__min_samples_leaf', 22), ('q', 7)])",-1505.827281759853,-1504.6208723078407,-1523.6790779364314,-1512.8468813901216,-1528.5003053724606,-1515.0948837533413,9.529329416643955,50
19,3.563106393814087,0.08283200336962428,0.7656711101531982,0.031650555559318325,HistGradientBoostingRegressor(),5,0.2,150,13,140,62,10,6,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 5), ('model__learning_rate', 0.2), ('model__max_bins', 150), ('model__max_depth', 13), ('model__max_iter', 140), ('model__max_leaf_nodes', 62), ('model__min_samples_leaf', 10), ('q', 6)])",-1398.6235482073264,-1398.4306059518008,-1416.7443811028725,-1406.0803213296488,-1408.8339073173074,-1405.7425527817911,6.8535476862510025,24
20,4.1038731098175045,0.0904571188811339,0.8627072334289551,0.03399413162909963,HistGradientBoostingRegressor(),5,0.1,200,11,200,72,26,7,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 5), ('model__learning_rate', 0.1), ('model__max_bins', 200), ('model__max_depth', 11), ('model__max_iter', 200), ('model__max_leaf_nodes', 72), ('model__min_samples_leaf', 26), ('q', 7)])",-1400.4769482932277,-1438.1413635884103,-1435.2091152090668,-1428.1716038603881,-1423.9261596207652,-1425.1850381143718,13.336735312783834,40
21,3.948987579345703,0.05505137175295733,0.7958406925201416,0.021132084137470378,HistGradientBoostingRegressor(),3,0.1,200,11,180,60,16,13,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 3), ('model__learning_rate', 0.1), ('model__max_bins', 200), ('model__max_depth', 11), ('model__max_iter', 180), ('model__max_leaf_nodes', 60), ('model__min_samples_leaf', 16), ('q', 13)])",-1423.1044010326066,-1446.271781426106,-1455.5267586212074,-1441.4108727865462,-1446.5747802763908,-1442.5777188285715,10.750552226856513,44
22,3.657132053375244,0.052174361408699146,0.7675685405731201,0.014201420289416691,HistGradientBoostingRegressor(),5,0.2,100,13,140,68,24,6,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 5), ('model__learning_rate', 0.2), ('model__max_bins', 100), ('model__max_depth', 13), ('model__max_iter', 140), ('model__max_leaf_nodes', 68), ('model__min_samples_leaf', 24), ('q', 6)])",-1408.8533703205464,-1425.5959702287728,-1449.8919316329113,-1425.288326821417,-1438.7347722822624,-1429.672874257182,13.858033221355086,41
23,4.266803216934204,0.07298421445900168,0.8110320568084717,0.014090172363513172,HistGradientBoostingRegressor(),1,0.1,250,11,180,68,16,7,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 1), ('model__learning_rate', 0.1), ('model__max_bins', 250), ('model__max_depth', 11), ('model__max_iter', 180), ('model__max_leaf_nodes', 68), ('model__min_samples_leaf', 16), ('q', 7)])",-1401.1468810973297,-1400.969502353423,-1429.6976644858166,-1407.9783815965304,-1424.4521273476366,-1412.8489113761473,12.002458364362695,31
24,3.7412994861602784,0.11541115001696027,0.7618101596832275,0.02947347754020629,HistGradientBoostingRegressor(),5,0.2,150,13,180,66,14,6,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 5), ('model__learning_rate', 0.2), ('model__max_bins', 150), ('model__max_depth', 13), ('model__max_iter', 180), ('model__max_leaf_nodes', 66), ('model__min_samples_leaf', 14), ('q', 6)])",-1390.3542516596556,-1397.240609703072,-1389.2071845987246,-1417.4725807083641,-1392.5373928714412,-1397.3624039082515,10.424361622579362,21
25,3.819470453262329,0.06653527558513073,0.8152185440063476,0.01668692178708394,HistGradientBoostingRegressor(),5,0.2,250,13,180,68,20,11,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 5), ('model__learning_rate', 0.2), ('model__max_bins', 250), ('model__max_depth', 13), ('model__max_iter', 180), ('model__max_leaf_nodes', 68), ('model__min_samples_leaf', 20), ('q', 11)])",-1358.3150906187927,-1366.2712383327594,-1402.614040614641,-1399.3907155029042,-1398.300167329399,-1384.9782504796995,18.746146844155163,10
26,3.9037641048431397,0.16427571992371365,0.7350863933563232,0.013077042739908059,HistGradientBoostingRegressor(),5,0.2,250,9,200,72,12,7,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 5), ('model__learning_rate', 0.2), ('model__max_bins', 250), ('model__max_depth', 9), ('model__max_iter', 200), ('model__max_leaf_nodes', 72), ('model__min_samples_leaf', 12), ('q', 7)])",-1364.487055129986,-1407.822082086476,-1364.2201390839193,-1395.7459469398289,-1411.07381455331,-1388.669807558704,20.50079364853057,12
27,3.73984899520874,0.0730447589756694,0.8376197338104248,0.04026278671809591,HistGradientBoostingRegressor(),5,0.2,250,9,160,68,10,6,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 5), ('model__learning_rate', 0.2), ('model__max_bins', 250), ('model__max_depth', 9), ('model__max_iter', 160), ('model__max_leaf_nodes', 68), ('model__min_samples_leaf', 10), ('q', 6)])",-1375.7060633551876,-1378.625783474885,-1398.9316693108963,-1389.216503188048,-1409.6082270907334,-1390.4176492839501,12.63082281816593,16
28,3.710628890991211,0.1325565328169068,0.7094658374786377,0.021085373830024758,HistGradientBoostingRegressor(),5,0.2,250,13,180,68,10,5,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 5), ('model__learning_rate', 0.2), ('model__max_bins', 250), ('model__max_depth', 13), ('model__max_iter', 180), ('model__max_leaf_nodes', 68), ('model__min_samples_leaf', 10), ('q', 5)])",-1413.3014793985687,-1392.7300376451033,-1377.5791463013195,-1385.992200257139,-1413.3864902416738,-1396.597870768761,14.491518522957227,20
29,3.8678147315979006,0.055328429740030875,0.8156120300292968,0.02360522669392263,HistGradientBoostingRegressor(),3,0.2,250,13,180,68,26,7,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 3), ('model__learning_rate', 0.2), ('model__max_bins', 250), ('model__max_depth', 13), ('model__max_iter', 180), ('model__max_leaf_nodes', 68), ('model__min_samples_leaf', 26), ('q', 7)])",-1364.3447324117801,-1382.1197562296948,-1385.7432298051347,-1384.2576712826785,-1384.899425952696,-1380.2729631363968,8.05388171473636,9
30,3.850316286087036,0.059009675926811334,0.7795143127441406,0.01959658049810742,HistGradientBoostingRegressor(),5,0.2,250,13,180,54,14,6,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 5), ('model__learning_rate', 0.2), ('model__max_bins', 250), ('model__max_depth', 13), ('model__max_iter', 180), ('model__max_leaf_nodes', 54), ('model__min_samples_leaf', 14), ('q', 6)])",-1378.5844256691062,-1386.153868166983,-1394.4906977319224,-1425.8888465189582,-1410.4093854010553,-1399.1054446976052,17.06037007045878,22
31,3.745301389694214,0.1080423643738345,0.8158600330352783,0.028103554661304816,HistGradientBoostingRegressor(),5,0.2,200,9,180,72,18,12,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 5), ('model__learning_rate', 0.2), ('model__max_bins', 200), ('model__max_depth', 9), ('model__max_iter', 180), ('model__max_leaf_nodes', 72), ('model__min_samples_leaf', 18), ('q', 12)])",-1395.3637514995198,-1400.5699281160694,-1433.5653272755453,-1419.4374918331462,-1443.4038001388558,-1418.4680597726274,18.465159678490984,34
