,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model,param_model__criterion,param_model__max_depth,param_model__max_features,param_model__max_samples,param_model__min_impurity_decrease,param_model__min_samples_leaf,param_model__min_samples_split,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
50,54.05580630302429,0.16164616472316523,1.3302915573120118,0.0322229815486244,RandomForestRegressor(),squared_error,25,0.7,0.8,0.1,20,55,500,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 25), ('model__max_features', 0.7), ('model__max_samples', 0.8), ('model__min_impurity_decrease', 0.1), ('model__min_samples_leaf', 20), ('model__min_samples_split', 55), ('model__n_estimators', 500)])",-1591.9331463453482,-1571.173652034058,-1605.9820298587122,-1591.6052935164967,-1591.140331627989,-1590.366890676521,11.106736609691767,26
51,58.668933916091916,0.200414653312777,1.414704942703247,0.04964374687043194,RandomForestRegressor(),squared_error,25,0.7,0.8,0.1,20,90,650,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 25), ('model__max_features', 0.7), ('model__max_samples', 0.8), ('model__min_impurity_decrease', 0.1), ('model__min_samples_leaf', 20), ('model__min_samples_split', 90), ('model__n_estimators', 650)])",-1642.533797412158,-1625.9241314881567,-1662.4267243819645,-1643.4909585586424,-1640.4498744442387,-1642.965097257032,11.627023180062928,40
52,58.17599887847901,0.14245522656290754,1.4706920623779296,0.015328224861811256,RandomForestRegressor(),squared_error,35,0.7,0.8,0.1,20,20,600,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 35), ('model__max_features', 0.7), ('model__max_samples', 0.8), ('model__min_impurity_decrease', 0.1), ('model__min_samples_leaf', 20), ('model__min_samples_split', 20), ('model__n_estimators', 600)])",-1573.8427676377926,-1554.8898555701385,-1587.6720221249639,-1574.289377384966,-1574.5009215332832,-1573.038988850229,10.467697747211732,4
53,56.1807580947876,0.1235762712572468,1.4455859661102295,0.02357897123396189,RandomForestRegressor(),squared_error,30,0.7,0.8,0.2,20,75,600,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 30), ('model__max_features', 0.7), ('model__max_samples', 0.8), ('model__min_impurity_decrease', 0.2), ('model__min_samples_leaf', 20), ('model__min_samples_split', 75), ('model__n_estimators', 600)])",-1620.210342337884,-1601.7595645869712,-1636.4758386520307,-1620.6646501683172,-1619.2272261684109,-1619.6675243827228,10.997247167399141,32
54,56.84331297874451,0.14680064529835116,1.4391899108886719,0.0312823380298174,RandomForestRegressor(),squared_error,35,0.7,0.8,0.2,20,60,600,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 35), ('model__max_features', 0.7), ('model__max_samples', 0.8), ('model__min_impurity_decrease', 0.2), ('model__min_samples_leaf', 20), ('model__min_samples_split', 60), ('model__n_estimators', 600)])",-1599.439049642289,-1578.4530791743423,-1613.1838594572353,-1597.130873328873,-1596.4674121601097,-1596.9348547525697,11.06466538419852,27
55,58.1008261680603,0.07209086808553979,1.5226221084594727,0.020765161069228953,RandomForestRegressor(),squared_error,25,0.7,0.8,0.2,20,25,600,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 25), ('model__max_features', 0.7), ('model__max_samples', 0.8), ('model__min_impurity_decrease', 0.2), ('model__min_samples_leaf', 20), ('model__min_samples_split', 25), ('model__n_estimators', 600)])",-1573.821970535924,-1555.68944057236,-1587.9215425665452,-1573.7220815986493,-1574.7128946199964,-1573.173585978695,10.25951543864846,6
56,38.04861078262329,0.11160535503655562,1.4837716102600098,0.026531324940611726,RandomForestRegressor(),squared_error,25,log2,0.8,0.1,20,40,600,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 25), ('model__max_features', 'log2'), ('model__max_samples', 0.8), ('model__min_impurity_decrease', 0.1), ('model__min_samples_leaf', 20), ('model__min_samples_split', 40), ('model__n_estimators', 600)])",-1622.063389847874,-1606.6389564374474,-1645.52550935912,-1625.797374116068,-1624.6570464219722,-1624.9364552364964,12.391782497249197,35
57,48.54031720161438,0.15711136506589027,1.300328254699707,0.041778359677850964,RandomForestRegressor(),squared_error,25,0.7,0.8,0.05,20,30,450,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 25), ('model__max_features', 0.7), ('model__max_samples', 0.8), ('model__min_impurity_decrease', 0.05), ('model__min_samples_leaf', 20), ('model__min_samples_split', 30), ('model__n_estimators', 450)])",-1573.9940549711362,-1554.7519838859148,-1589.4506360892144,-1573.9601951443537,-1573.4130683044546,-1573.1139876790148,11.00571941592068,5
58,57.641370677948,0.26426797199607566,1.4293375968933106,0.043340084728527906,RandomForestRegressor(),squared_error,35,0.7,0.8,0.1,20,50,600,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 35), ('model__max_features', 0.7), ('model__max_samples', 0.8), ('model__min_impurity_decrease', 0.1), ('model__min_samples_leaf', 20), ('model__min_samples_split', 50), ('model__n_estimators', 600)])",-1585.4976337656967,-1565.624171106948,-1598.928382879002,-1582.5902971696926,-1583.6094006966184,-1583.2499771235916,10.602808760841176,22
59,48.509435987472536,0.08521755405177268,1.3033822536468507,0.02603746798735674,RandomForestRegressor(),squared_error,20,0.7,0.8,0.1,20,40,450,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 20), ('model__max_features', 0.7), ('model__max_samples', 0.8), ('model__min_impurity_decrease', 0.1), ('model__min_samples_leaf', 20), ('model__min_samples_split', 40), ('model__n_estimators', 450)])",-1574.2410356600114,-1557.0841795781196,-1588.77475788026,-1574.1343338131787,-1573.80083302057,-1573.6070279904282,10.037750018928875,11
60,57.996838855743405,0.11265172533101951,1.467160415649414,0.0133967931155406,RandomForestRegressor(),squared_error,35,0.7,0.8,0.2,20,25,600,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 35), ('model__max_features', 0.7), ('model__max_samples', 0.8), ('model__min_impurity_decrease', 0.2), ('model__min_samples_leaf', 20), ('model__min_samples_split', 25), ('model__n_estimators', 600)])",-1574.9127569943278,-1556.638180028641,-1588.538618548459,-1572.9792124694113,-1573.1539827701035,-1573.2445501621885,10.124639029563564,8
61,34.76549906730652,0.19182506386527742,1.2702841281890869,0.0409512431986245,RandomForestRegressor(),squared_error,30,sqrt,0.9,0.1,20,30,450,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 30), ('model__max_features', 'sqrt'), ('model__max_samples', 0.9), ('model__min_impurity_decrease', 0.1), ('model__min_samples_leaf', 20), ('model__min_samples_split', 30), ('model__n_estimators', 450)])",-1610.0332320507553,-1597.6449091559134,-1632.6527569943576,-1614.023154116715,-1616.4951833997613,-1614.1698471435004,11.289214534437942,31
62,48.452852201461795,0.08126962078475704,1.3062825679779053,0.02105053991025011,RandomForestRegressor(),squared_error,20,0.7,0.8,0.05,20,20,450,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 20), ('model__max_features', 0.7), ('model__max_samples', 0.8), ('model__min_impurity_decrease', 0.05), ('model__min_samples_leaf', 20), ('model__min_samples_split', 20), ('model__n_estimators', 450)])",-1574.7464895477126,-1556.5795316033586,-1588.6896870639184,-1574.5815274181593,-1576.1925168481403,-1574.1579504962579,10.24536416444224,16
63,38.67311382293701,0.13045082868179628,1.4319453239440918,0.04115905497730534,RandomForestRegressor(),squared_error,45,sqrt,0.9,0.2,20,80,600,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 45), ('model__max_features', 'sqrt'), ('model__max_samples', 0.9), ('model__min_impurity_decrease', 0.2), ('model__min_samples_leaf', 20), ('model__min_samples_split', 80), ('model__n_estimators', 600)])",-1649.4389402095226,-1641.2848238041386,-1680.0871027138892,-1657.0253103283057,-1656.9755335133405,-1656.9623421138392,12.939434673768027,44
64,38.48983755111694,0.0987632280259006,1.4206458568572997,0.03001385211008195,RandomForestRegressor(),squared_error,25,sqrt,0.9,0.1,20,95,600,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 25), ('model__max_features', 'sqrt'), ('model__max_samples', 0.9), ('model__min_impurity_decrease', 0.1), ('model__min_samples_leaf', 20), ('model__min_samples_split', 95), ('model__n_estimators', 600)])",-1667.9212594434314,-1659.3938505155834,-1699.2593060541155,-1677.2419497714827,-1671.7242103395317,-1675.1081152248291,13.400545451530668,49
65,58.21519775390625,0.2240667955091544,1.5002412796020508,0.04088935322632671,RandomForestRegressor(),squared_error,45,0.7,0.8,0.2,20,30,600,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 45), ('model__max_features', 0.7), ('model__max_samples', 0.8), ('model__min_impurity_decrease', 0.2), ('model__min_samples_leaf', 20), ('model__min_samples_split', 30), ('model__n_estimators', 600)])",-1575.007294007956,-1555.29240426818,-1589.3441250475414,-1572.8493566856223,-1573.3804804709166,-1573.1747320960433,10.814188843141158,7
66,58.1811888217926,0.16488761345309363,1.4785478115081787,0.020938049040502744,RandomForestRegressor(),squared_error,30,0.7,0.8,0.2,20,35,600,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 30), ('model__max_features', 0.7), ('model__max_samples', 0.8), ('model__min_impurity_decrease', 0.2), ('model__min_samples_leaf', 20), ('model__min_samples_split', 35), ('model__n_estimators', 600)])",-1573.527005961515,-1556.523032031458,-1588.0131417026014,-1572.4658654452462,-1573.762047794185,-1572.8582185870011,9.979259884581307,2
67,58.092604351043704,0.17680104937185245,1.470372486114502,0.04667779316454849,RandomForestRegressor(),squared_error,35,0.7,0.8,0.1,20,35,600,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 35), ('model__max_features', 0.7), ('model__max_samples', 0.8), ('model__min_impurity_decrease', 0.1), ('model__min_samples_leaf', 20), ('model__min_samples_split', 35), ('model__n_estimators', 600)])",-1574.717235777266,-1556.0137145822694,-1589.448623877196,-1574.362911978249,-1575.376272836242,-1573.9837518102445,10.62737391826141,14
68,39.98207817077637,0.13903123121856484,1.4511716842651368,0.023587750016514274,RandomForestRegressor(),squared_error,25,sqrt,0.9,0.1,20,90,650,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 25), ('model__max_features', 'sqrt'), ('model__max_samples', 0.9), ('model__min_impurity_decrease', 0.1), ('model__min_samples_leaf', 20), ('model__min_samples_split', 90), ('model__n_estimators', 650)])",-1661.3923175580135,-1653.7439246621532,-1692.6338490076184,-1668.337672476944,-1667.061742832262,-1668.6339013073982,13.059164315525987,47
69,64.85644755363464,0.08755551585438595,1.5881202697753907,0.01838459049065309,RandomForestRegressor(),squared_error,25,0.7,0.9,0.2,20,30,650,"OrderedDict([('model', RandomForestRegressor()), ('model__criterion', 'squared_error'), ('model__max_depth', 25), ('model__max_features', 0.7), ('model__max_samples', 0.9), ('model__min_impurity_decrease', 0.2), ('model__min_samples_leaf', 20), ('model__min_samples_split', 30), ('model__n_estimators', 650)])",-1562.6690695332372,-1542.99535778751,-1575.8456044917957,-1563.3653839625447,-1563.3538907281716,-1561.645861300652,10.548886820754273,1
