,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model,param_model__l2_regularization,param_model__learning_rate,param_model__max_bins,param_model__max_depth,param_model__max_features,param_model__max_iter,param_model__max_leaf_nodes,param_model__min_samples_leaf,param_q,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
127,3.8389761447906494,0.2899971940440093,0.7839855670928955,0.08917872658877261,HistGradientBoostingRegressor(),5,0.2,250,47,1.0,270,68,30,10,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 5), ('model__learning_rate', 0.2), ('model__max_bins', 250), ('model__max_depth', 47), ('model__max_features', 1.0), ('model__max_iter', 270), ('model__max_leaf_nodes', 68), ('model__min_samples_leaf', 30), ('q', 10)])",-1380.7694895782472,-1386.1774443629106,-1347.7033592274684,-1373.9019186044115,-1396.3206799211264,-1376.974578338833,16.368330684059522,12
128,3.7191901206970215,0.2028720588446142,0.7458412170410156,0.025846528523251214,HistGradientBoostingRegressor(),3,0.2,250,17,0.7,190,88,21,12,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 3), ('model__learning_rate', 0.2), ('model__max_bins', 250), ('model__max_depth', 17), ('model__max_features', 0.7), ('model__max_iter', 190), ('model__max_leaf_nodes', 88), ('model__min_samples_leaf', 21), ('q', 12)])",-1382.985982430272,-1396.2256847878443,-1337.1241653788466,-1404.8560695852432,-1381.6520752115282,-1380.5687954787468,23.364340515480674,15
129,4.292366695404053,0.07228649615431045,0.8268491744995117,0.022199474260810488,HistGradientBoostingRegressor(),1,0.1,240,19,0.6,230,80,15,14,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 1), ('model__learning_rate', 0.1), ('model__max_bins', 240), ('model__max_depth', 19), ('model__max_features', 0.6), ('model__max_iter', 230), ('model__max_leaf_nodes', 80), ('model__min_samples_leaf', 15), ('q', 14)])",-1400.810266892413,-1391.331711724019,-1355.8746172622778,-1368.066821408097,-1395.4315168290323,-1382.3029868231677,17.30619953880026,18
130,3.5097578525543214,0.06146187391045529,0.7739161491394043,0.0265641994929158,HistGradientBoostingRegressor(),11,0.01,160,33,1.0,50,48,36,12,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 11), ('model__learning_rate', 0.01), ('model__max_bins', 160), ('model__max_depth', 33), ('model__max_features', 1.0), ('model__max_iter', 50), ('model__max_leaf_nodes', 48), ('model__min_samples_leaf', 36), ('q', 12)])",-4622.457535911939,-4643.0568553908115,-4662.288792873506,-4617.8669476736995,-4683.891551616056,-4645.912336693202,24.72017144598324,150
131,4.345843267440796,0.08888874131499577,0.9308096885681152,0.04549786689165298,HistGradientBoostingRegressor(),1,0.1,220,31,0.9,190,80,51,14,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 1), ('model__learning_rate', 0.1), ('model__max_bins', 220), ('model__max_depth', 31), ('model__max_features', 0.9), ('model__max_iter', 190), ('model__max_leaf_nodes', 80), ('model__min_samples_leaf', 51), ('q', 14)])",-1440.1062036453686,-1415.143230347383,-1392.6193008383902,-1416.1999820159906,-1436.7273809005114,-1420.1592195495286,17.156159111007465,84
132,4.706047201156617,0.0722921007424272,0.9800108432769775,0.043421117313174426,HistGradientBoostingRegressor(),3,0.05,240,19,0.6,230,76,42,14,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 3), ('model__learning_rate', 0.05), ('model__max_bins', 240), ('model__max_depth', 19), ('model__max_features', 0.6), ('model__max_iter', 230), ('model__max_leaf_nodes', 76), ('model__min_samples_leaf', 42), ('q', 14)])",-1464.0954151866465,-1464.423944740548,-1433.9219722240948,-1457.2862962916925,-1469.5593691063048,-1457.8573995098573,12.587289513827644,119
133,4.145217990875244,0.05503918144526757,0.8740717887878418,0.03039230766844539,HistGradientBoostingRegressor(),7,0.05,170,25,0.9,170,64,27,7,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 7), ('model__learning_rate', 0.05), ('model__max_bins', 170), ('model__max_depth', 25), ('model__max_features', 0.9), ('model__max_iter', 170), ('model__max_leaf_nodes', 64), ('model__min_samples_leaf', 27), ('q', 7)])",-1520.7335855346387,-1532.349106896987,-1499.6390516838974,-1505.996649077998,-1542.1351629814951,-1520.1707112350032,15.833637427035836,135
134,5.0224474430084225,0.12377083082218107,1.0666215419769287,0.06849386344200215,HistGradientBoostingRegressor(),9,0.2,250,29,0.8,190,68,21,9,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 9), ('model__learning_rate', 0.2), ('model__max_bins', 250), ('model__max_depth', 29), ('model__max_features', 0.8), ('model__max_iter', 190), ('model__max_leaf_nodes', 68), ('model__min_samples_leaf', 21), ('q', 9)])",-1402.0291681852182,-1379.4395334038966,-1376.504931453767,-1369.3519153747711,-1406.4435008134535,-1386.7538098462214,14.713154536967362,31
135,3.7154552936553955,0.16097295936430409,0.750120210647583,0.026053827320260816,HistGradientBoostingRegressor(),5,0.2,170,39,0.7,230,40,24,6,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 5), ('model__learning_rate', 0.2), ('model__max_bins', 170), ('model__max_depth', 39), ('model__max_features', 0.7), ('model__max_iter', 230), ('model__max_leaf_nodes', 40), ('model__min_samples_leaf', 24), ('q', 6)])",-1457.8868484115778,-1458.1679808955996,-1399.6019936254181,-1410.3383648457354,-1468.27406538074,-1438.853850631814,28.123587524604666,107
136,3.5612855434417723,0.05228635695617893,0.7377053737640381,0.022376273789633114,HistGradientBoostingRegressor(),3,0.05,180,19,0.9,50,88,18,4,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 3), ('model__learning_rate', 0.05), ('model__max_bins', 180), ('model__max_depth', 19), ('model__max_features', 0.9), ('model__max_iter', 50), ('model__max_leaf_nodes', 88), ('model__min_samples_leaf', 18), ('q', 4)])",-1805.56159462915,-1825.9761794395856,-1814.5296138121507,-1807.1952692487482,-1837.2212517238204,-1818.096781770691,11.971038700101982,142
137,4.036706018447876,0.24605437701973124,0.779980993270874,0.028627066779292262,HistGradientBoostingRegressor(),1,0.2,250,29,0.6,330,88,30,10,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 1), ('model__learning_rate', 0.2), ('model__max_bins', 250), ('model__max_depth', 29), ('model__max_features', 0.6), ('model__max_iter', 330), ('model__max_leaf_nodes', 88), ('model__min_samples_leaf', 30), ('q', 10)])",-1429.5432255688702,-1372.7444311842078,-1366.41635445022,-1342.1062892329626,-1394.32530117595,-1381.0271203224422,29.419594129506272,16
138,3.741997814178467,0.060002062390230086,0.8636087894439697,0.018126694812219988,HistGradientBoostingRegressor(),3,0.2,250,37,0.7,110,76,39,11,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 3), ('model__learning_rate', 0.2), ('model__max_bins', 250), ('model__max_depth', 37), ('model__max_features', 0.7), ('model__max_iter', 110), ('model__max_leaf_nodes', 76), ('model__min_samples_leaf', 39), ('q', 11)])",-1437.8538249307012,-1422.1031643454874,-1384.28906986912,-1394.0754267348716,-1429.8617151132821,-1413.6366401986925,20.810228638258188,72
139,3.8006052017211913,0.24678072809839205,0.7095157623291015,0.03644299881549964,HistGradientBoostingRegressor(),1,0.2,240,21,0.6,230,80,21,5,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 1), ('model__learning_rate', 0.2), ('model__max_bins', 240), ('model__max_depth', 21), ('model__max_features', 0.6), ('model__max_iter', 230), ('model__max_leaf_nodes', 80), ('model__min_samples_leaf', 21), ('q', 5)])",-1438.9897531817778,-1421.4383111366544,-1358.7945143894194,-1339.7903702700896,-1407.8830828069565,-1393.3792063569795,37.80439669247126,43
140,4.38123664855957,0.22219821303785683,0.8578260898590088,0.02750164579112328,HistGradientBoostingRegressor(),3,0.3,240,47,0.6,230,64,15,5,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 3), ('model__learning_rate', 0.3), ('model__max_bins', 240), ('model__max_depth', 47), ('model__max_features', 0.6), ('model__max_iter', 230), ('model__max_leaf_nodes', 64), ('model__min_samples_leaf', 15), ('q', 5)])",-1433.3766995351227,-1393.4759710731576,-1452.2452086964827,-1359.054092165042,-1419.0788806213056,-1411.4461704182222,32.47037365048687,68
141,4.052336931228638,0.2619032432154504,0.8353206634521484,0.01746936346126023,HistGradientBoostingRegressor(),1,0.2,250,41,0.8,270,76,48,14,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 1), ('model__learning_rate', 0.2), ('model__max_bins', 250), ('model__max_depth', 41), ('model__max_features', 0.8), ('model__max_iter', 270), ('model__max_leaf_nodes', 76), ('model__min_samples_leaf', 48), ('q', 14)])",-1383.815775706943,-1381.1134147372404,-1390.908962034783,-1354.4488307483946,-1423.0010156888159,-1386.6575997832354,21.977883043298018,30
142,4.753603267669678,0.10960219086268738,0.9105481624603271,0.03570045747386897,HistGradientBoostingRegressor(),5,0.2,250,45,0.8,250,56,45,8,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 5), ('model__learning_rate', 0.2), ('model__max_bins', 250), ('model__max_depth', 45), ('model__max_features', 0.8), ('model__max_iter', 250), ('model__max_leaf_nodes', 56), ('model__min_samples_leaf', 45), ('q', 8)])",-1411.2582074366148,-1398.9434955073339,-1372.9463925417097,-1375.5189018902245,-1389.9230375536047,-1389.7180069858973,14.366861508571661,37
143,3.8125242233276366,0.21255804070112957,0.719016170501709,0.02140964824665425,HistGradientBoostingRegressor(),7,0.2,250,35,0.9,170,88,27,13,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 7), ('model__learning_rate', 0.2), ('model__max_bins', 250), ('model__max_depth', 35), ('model__max_features', 0.9), ('model__max_iter', 170), ('model__max_leaf_nodes', 88), ('model__min_samples_leaf', 27), ('q', 13)])",-1392.8678199684514,-1387.223797656408,-1352.8632732222666,-1447.0130724086023,-1395.0309181439345,-1394.9997762799326,30.15254521655064,45
144,3.8899723052978517,0.14668440093702925,0.7578446388244628,0.017822092522804606,HistGradientBoostingRegressor(),3,0.2,230,47,0.8,230,56,27,10,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 3), ('model__learning_rate', 0.2), ('model__max_bins', 230), ('model__max_depth', 47), ('model__max_features', 0.8), ('model__max_iter', 230), ('model__max_leaf_nodes', 56), ('model__min_samples_leaf', 27), ('q', 10)])",-1400.5300501217557,-1415.25928272772,-1364.7447206823665,-1394.1780614523575,-1414.7877601696887,-1397.8999750307776,18.474759414901133,50
145,3.972823429107666,0.16569159935661634,0.7609368324279785,0.017541439261974576,HistGradientBoostingRegressor(),3,0.3,250,17,0.7,230,80,33,3,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 3), ('model__learning_rate', 0.3), ('model__max_bins', 250), ('model__max_depth', 17), ('model__max_features', 0.7), ('model__max_iter', 230), ('model__max_leaf_nodes', 80), ('model__min_samples_leaf', 33), ('q', 3)])",-1433.6559388265944,-1409.3512317040042,-1385.4647452622235,-1392.4824456760061,-1412.9040920932437,-1406.7716907124145,16.883078055944708,62
146,4.3990425109863285,0.31637865850944447,0.7593039989471435,0.009347031412517675,HistGradientBoostingRegressor(),3,0.2,250,19,0.8,330,84,21,7,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 3), ('model__learning_rate', 0.2), ('model__max_bins', 250), ('model__max_depth', 19), ('model__max_features', 0.8), ('model__max_iter', 330), ('model__max_leaf_nodes', 84), ('model__min_samples_leaf', 21), ('q', 7)])",-1388.5747123573317,-1382.5829670209648,-1324.5115507814137,-1396.2891569516978,-1373.263440769112,-1373.0443655761042,25.40857737300486,7
147,3.766567516326904,0.0751302586372278,0.7653156280517578,0.014570497930906118,HistGradientBoostingRegressor(),3,0.3,240,35,0.9,330,72,33,14,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 3), ('model__learning_rate', 0.3), ('model__max_bins', 240), ('model__max_depth', 35), ('model__max_features', 0.9), ('model__max_iter', 330), ('model__max_leaf_nodes', 72), ('model__min_samples_leaf', 33), ('q', 14)])",-1447.0019983662376,-1409.3670397754895,-1381.571687052156,-1389.9768537809332,-1421.49891388392,-1409.8832985717472,23.284332963194682,65
148,4.053551435470581,0.24378924167516525,0.778461217880249,0.029773412686313627,HistGradientBoostingRegressor(),11,0.4,250,33,0.7,230,80,39,7,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 11), ('model__learning_rate', 0.4), ('model__max_bins', 250), ('model__max_depth', 33), ('model__max_features', 0.7), ('model__max_iter', 230), ('model__max_leaf_nodes', 80), ('model__min_samples_leaf', 39), ('q', 7)])",-1420.6523522350733,-1433.0911315776218,-1405.0754609939008,-1415.7414426224702,-1412.1296589332544,-1417.3380092724642,9.372211694610487,80
149,3.8745806217193604,0.2682158589646533,0.731137752532959,0.04075968882821337,HistGradientBoostingRegressor(),3,0.2,250,19,1.0,310,88,18,8,"OrderedDict([('model', HistGradientBoostingRegressor()), ('model__l2_regularization', 3), ('model__learning_rate', 0.2), ('model__max_bins', 250), ('model__max_depth', 19), ('model__max_features', 1.0), ('model__max_iter', 310), ('model__max_leaf_nodes', 88), ('model__min_samples_leaf', 18), ('q', 8)])",-1360.1438516254311,-1378.733458997526,-1366.495355173193,-1330.5349417205214,-1407.899769742185,-1368.7614754517715,25.18695360076528,3
